iter_times,gain(db),dc_current,phase,GBW(MHZ)
1,77.64,0.0002345,67.2136,38000000.0
2,76.96734778935874,0.0002140784056575558,65.99483476482794,35533979.57810381
3,76.96734778935874,0.0002140784056575558,65.99483476482794,35533979.57810381
4,76.96734778935874,0.0002140784056575558,65.99483476482794,35533979.57810381
5,76.96734778935874,0.0002140784056575558,65.99483476482794,35533979.57810381
6,76.96734778935874,0.0002140784056575558,65.99483476482794,35533979.57810381
7,76.96734778935874,0.0002140784056575558,65.99483476482794,35533979.57810381
8,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
9,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
10,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
11,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
12,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
13,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
14,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
15,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
16,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
17,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
18,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
19,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
20,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
21,78.54546493459452,0.00015626310318976434,102.31177714625223,16597327.555487866
22,80.89323544421615,0.00014367655585107992,89.32431555969045,20892574.045993835
23,80.89323544421615,0.00014367655585107992,89.32431555969045,20892574.045993835
24,79.31892732654043,0.0001225543732534564,74.65611189880737,35001287.78582429
25,79.31892732654043,0.0001225543732534564,74.65611189880737,35001287.78582429
26,79.31892732654043,0.0001225543732534564,74.65611189880737,35001287.78582429
27,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
28,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
29,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
30,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
31,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
32,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
33,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
34,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
35,79.36652086012538,0.00011669472887118681,76.59187946366521,32954478.217215825
36,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
37,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
38,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
39,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
40,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
41,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
42,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
43,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
44,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
45,79.32451261537537,0.0001049486067049928,86.58664815732689,24972504.672093738
46,79.42734917884644,9.956545521523408e-05,85.59381267091324,23620100.828128505
47,79.42734917884644,9.956545521523408e-05,85.59381267091324,23620100.828128505
48,79.42734917884644,9.956545521523408e-05,85.59381267091324,23620100.828128505
49,79.42734917884644,9.956545521523408e-05,85.59381267091324,23620100.828128505
50,79.42734917884644,9.956545521523408e-05,85.59381267091324,23620100.828128505
51,79.42734917884644,9.956545521523408e-05,85.59381267091324,23620100.828128505
52,79.42734917884644,9.956545521523408e-05,85.59381267091324,23620100.828128505
