L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
4.997804115780695e-07,6.107826975136781e-06,3.7466275698245584e-06,3.925000526838368e-06,6.016769269295735e-07,2.7087639595438083e-06,1.6186032070780009e-06,3.421880706500022e-06,3.4077795703878166e-06,3638478.210903242,337745.1485959222,8.442042208047944e-06,6.434846749919574e-05,7.83143802184343e-05,2.028022316113246e-05,1.7962573377305308e-06,1.582964643526975e-05,4.815236572804546e-05,2.1186534183461188e-05,1.976385363157278e-05
9.473979681377701e-07,2.5155113241084802e-06,6.2197747470084035e-06,4.7708709414792e-06,7.207440708554383e-07,3.352970196517934e-06,2.1120586060765587e-06,3.2004473443822428e-06,3.422281700982378e-06,3538023.3084402396,388033.70692448237,1.0456023269980065e-05,6.210030658510923e-05,3.968583951941547e-05,9.908746727606373e-06,1.298246965282082e-06,2.6916496469627082e-05,0.0001039639388018786,1.8380736961497917e-05,1.998444146369111e-05
5.831726716014425e-07,3.0680651615228332e-06,2.8186669719016187e-06,2.2457822935157298e-06,7.626263498276782e-07,3.39906958984349e-06,3.0112160486796773e-06,3.291786706418021e-06,1.5708614719052128e-06,1410117.6961589563,168026.7143764189,1.1861167348304316e-05,4.517863743420327e-05,5.2219856948406824e-05,1.2963391512558248e-05,1.6733746964698304e-06,2.377036481520401e-05,5.915622095507084e-05,2.305278494546291e-05,2.9613808398740092e-05
8.957522584809764e-07,6.402095431991227e-06,5.474594800674177e-06,3.880926947115777e-06,5.605758181681518e-07,4.155518674457958e-06,1.6509510053932664e-06,2.8326763356893203e-06,4.026566920423517e-06,1584739.7703189082,353222.633888724,6.252222680922552e-06,4.1251719273679864e-05,6.182917291350202e-05,2.100575942672643e-05,2.533192045754859e-06,2.6408583926062053e-05,0.0001041316524501471,1.5776346003395453e-05,3.1837570679963585e-05
3.9313527133886054e-07,3.9118053330868405e-06,3.824081124277878e-06,4.178541815568651e-06,6.189075875585149e-07,2.485589030340351e-06,1.4261958859157548e-06,1.9031624086054768e-06,3.909699123363644e-06,1550496.6011643747,326448.3449356488,7.153578234647073e-06,7.59340359549697e-05,3.426685567908891e-05,1.3901120632531907e-05,1.9246615991204876e-06,3.473503845813274e-05,6.823272468912118e-05,3.104912675932653e-05,2.263599475560758e-05
1.0839227141883125e-06,5.658116276373976e-06,3.844058177652152e-06,3.633418537897618e-06,7.534709401053242e-07,1.7438134447750483e-06,3.3477818736536157e-06,1.7283479492137661e-06,4.4366391560415175e-06,3596433.3198308833,292438.8829434951,1.2883087899319142e-05,4.564035978874721e-05,4.172421897586453e-05,1.362607979715695e-05,2.339111062175771e-06,3.228899212819758e-05,4.003561114052742e-05,2.355230209987672e-05,3.6461995815077346e-05
6.824471964496009e-07,6.935075922483411e-06,5.532302042177582e-06,4.906193354439071e-06,6.313060281031519e-07,3.971628079491613e-06,2.257092376537071e-06,3.2617954448859035e-06,4.4992719903138025e-06,2331751.1891330094,368129.5981543246,1.2125822058460676e-05,8.507877802723488e-05,6.53441666880517e-05,2.1085527225301535e-05,1.5094319613117466e-06,1.554934000380944e-05,4.4430545381226135e-05,2.747030200126394e-05,2.8955601917738037e-05
4.075339707065272e-07,6.357092879562311e-06,3.634688299107485e-06,3.518871351841396e-06,4.3514785260296243e-07,4.318988193407959e-06,2.58571261345074e-06,2.4323881442946383e-06,1.8855895443503442e-06,3808048.4755569356,267640.39828674047,5.41725950621869e-06,0.0001066458840868249,8.091888749428728e-05,9.649171212628283e-06,2.538597376070161e-06,3.378358088329343e-05,0.00010546164057933851,3.0131605805850678e-05,4.0614987344735445e-05
1.1131092929141885e-06,3.813704164452576e-06,4.016513696717644e-06,5.104759650576077e-06,4.3350296848386453e-07,2.125704364870162e-06,1.8488853316155169e-06,2.109708721908073e-06,2.284600523056659e-06,2376461.127229318,263850.46567718766,1.1454853695442812e-05,6.696471198490532e-05,4.7086947064397035e-05,1.9910776657253955e-05,1.8926763962513996e-06,1.6142453061628482e-05,7.225501355797461e-05,2.58682356723036e-05,3.3886140538041e-05
