L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
1.0467748403831908e-06,4.73988641588551e-06,2.4009037306974384e-06,3.2813423628671004e-06,3.7826905229781214e-07,3.995174704263397e-06,2.128514939828643e-06,2.3284278964794897e-06,3.865139376450244e-06,2397931.254448152,353299.54943803645,8.173645436378587e-06,3.874741882848791e-05,7.310488501585208e-05,1.8978011655906746e-05,1.7577732967880412e-06,3.443038848842521e-05,7.68219800482693e-05,2.770233188718606e-05,2.35147377797528e-05
8.268595735058353e-07,4.9097060993006865e-06,4.762626212700936e-06,4.8500086077209145e-06,7.469977256552103e-07,1.7920781464571578e-06,1.4263742430626579e-06,3.0316187036324e-06,4.174580437720557e-06,2858577.4405436786,214613.46271246314,1.0370197145198325e-05,0.00010895718307300578,7.509445941730747e-05,1.4081378166857693e-05,9.117914674510018e-07,1.8049686104626525e-05,7.178751021360634e-05,2.1801934964777153e-05,2.7948613050520427e-05
5.950329506956168e-07,4.265122459058055e-06,3.366511556248037e-06,4.437939418391222e-06,6.661208476126815e-07,2.277801319034527e-06,1.3705453086885415e-06,3.0222405580201475e-06,3.1739541060975983e-06,1421077.6324105172,214656.06367007727,1.2603021024375723e-05,8.838541090216002e-05,5.4492486843715806e-05,7.612874962321446e-06,1.6684502349514413e-06,1.4842309748488519e-05,9.187994436752875e-05,2.1226585796825012e-05,3.8248445130016286e-05
5.444310310218853e-07,4.124236224410244e-06,5.40249988741055e-06,3.425516818812008e-06,5.555360164820228e-07,2.018278143515443e-06,1.31366568532223e-06,1.74081447804934e-06,3.0353751245618392e-06,3674863.681280155,279907.74417417246,9.683815356032867e-06,0.00010957749290458589,9.404970514424738e-05,1.5009138636821366e-05,2.3890730959523234e-06,3.328796851062049e-05,0.00010282158508688619,2.7411289036014065e-05,2.371129438494408e-05
6.960804977347864e-07,4.898800878256089e-06,6.065664124142028e-06,4.912284586369423e-06,2.7580805284272653e-07,2.994549906830812e-06,1.5982430400080352e-06,1.73814704587724e-06,4.026828328619725e-06,3217349.383278995,242258.14371754392,1.2987268314889756e-05,5.637214008990376e-05,3.445048711080374e-05,9.1635241541461e-06,2.0303758700633593e-06,3.064873148072026e-05,0.00010362418088041599,1.8595810994554147e-05,2.922646421292241e-05
4.7167491801092253e-07,5.115227315006515e-06,5.754115976477667e-06,3.443405180943933e-06,6.141025189268495e-07,2.112626069349325e-06,1.205304494718088e-06,2.6254045956682706e-06,1.9251106836975718e-06,3776805.326150246,364666.5871585776,5.281473973957927e-06,6.864024506995167e-05,6.668464535555815e-05,1.6024458267809237e-05,1.1558337402623267e-06,2.569741651647576e-05,0.00011836372252425986,1.3935127151778226e-05,2.20596781483502e-05
9.053161207018398e-07,2.5813923799644024e-06,3.3089966629644677e-06,3.1988006340205657e-06,3.1445854330826105e-07,2.304315352670726e-06,3.3081777780961217e-06,2.0439930991731245e-06,3.7340553791573774e-06,1923508.5235358435,256588.96833614336,1.0256924710508418e-05,6.847971580358613e-05,9.530004301742617e-05,1.3429196115574926e-05,2.287998265826041e-06,3.0982300767703226e-05,4.7046924248056517e-05,1.980282620613108e-05,3.116366913511367e-05
7.446890612558322e-07,6.231265077905367e-06,6.1282129325971065e-06,3.604426613186752e-06,5.380182279822444e-07,1.640360669128767e-06,1.715115558087633e-06,3.4689598005716655e-06,2.7602206108968587e-06,2632099.447259883,355415.96026827395,7.145653053941383e-06,4.4657120585696996e-05,8.684928719134928e-05,1.3478272898790656e-05,1.3824012604917704e-06,2.4358405810619235e-05,8.026024902602122e-05,1.8245182239701674e-05,3.8469603378336824e-05
8.069592044313853e-07,4.448447134942982e-06,2.4490020575666146e-06,3.834867541338353e-06,3.2414424342960037e-07,4.463133130893857e-06,2.533916682398939e-06,2.034552809487148e-06,1.576943171529515e-06,1637691.530630256,309610.67240984295,8.752148406737422e-06,8.627457239441491e-05,7.303933320092906e-05,9.595380389635188e-06,1.405905347380242e-06,1.3482487505260814e-05,6.866487236201816e-05,1.2471129778455126e-05,3.9929049873087305e-05
