c1,c2,L1,L2,L3,L4,L5,L6,L7,L8,W1,W2,W3,W4,W5,W6,W7,W8
4.500000000000007e-12,5.2768000000000076e-12,7.704399999999999e-07,8.919999999999993e-07,1.391000000000001e-06,1.6725100000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,7.649999999999993e-06,1.7715120000000013e-06,7.119999999999996e-05,3.179000000000001e-05,3.972000000000001e-06,1.0238999999999993e-05,5.119500000000002e-05,9.499999999999995e-05
5.016582749937129e-12,3.5704706255720477e-12,5.457657129716468e-07,6.389290962585115e-07,1.4764447126396938e-06,1.0086695858394019e-06,8.113259769034971e-07,1.3068815704328791e-06,9.860350654137218e-07,1.4557343134313773e-06,9.291361115269308e-06,1.0899144928330857e-06,6.748775981327453e-05,3.264100176463604e-05,5.546250019904306e-06,1.454197202400433e-05,2.8325356353647678e-05,0.00013392156343341037
5.58022363431933e-12,2.7482091418334586e-12,1.1519142442512388e-06,1.1627368524042187e-06,1.8951890407559825e-06,1.8326392756137947e-06,9.025891478959655e-07,1.373582551237014e-06,1.11839271273934e-06,1.382570700339052e-06,1.1334144793406318e-05,1.852297069504891e-06,5.9349554749795766e-05,1.9805539063143123e-05,2.695722054935102e-06,7.5958575300132835e-06,5.670740892026991e-05,0.0001245469632557183
3.4349175683331055e-12,3.351877069218161e-12,5.220225437095872e-07,5.473327338295169e-07,2.005318057864462e-06,1.857835908401679e-06,1.2868444652477255e-06,1.4127839941708245e-06,5.133534221912463e-07,5.510386000250707e-07,4.907921852967523e-06,2.1012200291529255e-06,4.31774360445003e-05,2.60607417957591e-05,3.5267528142384533e-06,9.790676295516917e-06,5.007916982363662e-05,7.086810833205204e-05
4.6518272702113355e-12,3.251949458225239e-12,1.1268431579687773e-06,6.931885552672749e-07,1.3153672312941806e-06,1.8391240887864303e-06,7.538081939276897e-07,6.698982609318853e-07,1.0744327948270694e-06,1.2749402154347292e-06,4.026095702133916e-06,1.4166655597955706e-06,4.885356814941071e-05,2.8345859340557904e-05,5.591124607959396e-06,6.312159314181107e-06,6.801892853647689e-05,0.00010771591299374744
2.3155873311843855e-12,4.273667573836993e-12,7.082271782184261e-07,1.0183768577833967e-06,1.6274110667181338e-06,1.3585531075603077e-06,6.094854213315193e-07,8.168079006890459e-07,1.2776794520796207e-06,6.058951524234589e-07,9.53528712336473e-06,1.2672649685616094e-06,7.25705148992462e-05,1.710115136637733e-05,3.781866517288821e-06,1.1260920064796964e-05,7.317943596148586e-05,8.174159956452092e-05
6.3843615364494775e-12,6.181521318254689e-12,7.119269669207509e-07,8.855216764493653e-07,1.9812440031880987e-06,9.53119419778012e-07,1.4306760143818873e-06,7.417802357140627e-07,1.4498820771377515e-06,1.4053958666296538e-06,8.541898766409602e-06,2.2822544810698634e-06,4.361870626790337e-05,2.082280881071797e-05,3.707040339336127e-06,1.3685804666067278e-05,6.802612971206074e-05,4.796195533858894e-05
6.474377905497864e-12,7.63837016402243e-12,8.372933909463063e-07,1.1713169481151488e-06,1.0449951090820518e-06,1.9085539547650845e-06,6.657803577572215e-07,7.533226959299634e-07,1.4313555007806428e-06,1.3973316030283086e-06,9.508233395639756e-06,1.7245728903069847e-06,9.829518149013449e-05,2.1321514970307026e-05,4.00325060776967e-06,1.1254510647502738e-05,2.750420474524582e-05,0.00012497613521192882
6.325154223282056e-12,6.398553783808529e-12,8.798401844738624e-07,9.150234958515245e-07,2.0089019431777e-06,1.4425943140648646e-06,6.398905351361912e-07,5.602843049334951e-07,1.3081096191078073e-06,1.0378351941841585e-06,5.655665113071915e-06,1.491937441023588e-06,8.242508389106469e-05,3.969336850496163e-05,2.325048284830433e-06,1.1490521684679964e-05,5.652487023020961e-05,0.00012304315268853958
6.556272013238024e-12,4.166491539334021e-12,7.438660606969089e-07,1.2441108219436782e-06,1.1398915485086119e-06,1.1618502638199333e-06,7.901219365878265e-07,9.054543870850099e-07,7.466014781230915e-07,9.286613565161785e-07,7.706854658311765e-06,2.029241077972127e-06,6.399848984329206e-05,2.3499121619735963e-05,5.416822252233743e-06,1.1073779212124605e-05,3.400876067860372e-05,8.656023061800234e-05
2.8674419461023424e-12,6.5069591586665355e-12,4.123150353675667e-07,9.86353702276942e-07,1.1009162488442547e-06,1.1884983820578367e-06,1.126529391922571e-06,1.2424103131767946e-06,9.189386807175726e-07,1.1298499789511403e-06,6.010551648307949e-06,1.1128516194067627e-06,4.844390929878857e-05,3.9647537073167164e-05,2.041062173511596e-06,1.038941404191467e-05,4.269521059843157e-05,5.604188547853286e-05
3.527227588310761e-12,6.345997644210891e-12,4.501470356682033e-07,9.841931980254573e-07,2.027267636421029e-06,1.4675284829060016e-06,1.1594759538408174e-06,1.143733015765203e-06,1.132031546713839e-06,1.2762813342653202e-06,5.725554442952289e-06,1.8559289807923337e-06,9.295103326836962e-05,2.6941840129835788e-05,2.2802982278679255e-06,1.3072297293857729e-05,4.491343285862702e-05,0.00014010006248569133
4.977374329614736e-12,4.366918612346829e-12,9.495832466764843e-07,8.419336957226113e-07,1.2601880550568634e-06,1.510020987485897e-06,5.677261616256948e-07,1.159343350714671e-06,5.95470253464871e-07,7.598174877676137e-07,5.204671228506605e-06,1.4021932840323692e-06,8.264436489376451e-05,3.691497297508068e-05,3.479137331335358e-06,1.2001104521754364e-05,6.748939242267258e-05,0.00010947441508303758
6.4990131122386905e-12,4.40426808158684e-12,8.753739232485939e-07,8.74201730727586e-07,2.01215914890666e-06,2.316723545715792e-06,8.554429248010234e-07,6.492236852677328e-07,8.903092094231328e-07,1.138913069262158e-06,8.291246462359614e-06,2.3487505334849165e-06,7.927658015517133e-05,3.670327165467154e-05,2.9764719129608674e-06,6.796520628852254e-06,3.573682778484994e-05,0.00010983478069957604
6.0873099349917915e-12,7.79941687135437e-12,4.067212768504794e-07,1.238495194288885e-06,1.887852067335233e-06,1.1743601608298804e-06,8.347240774767721e-07,1.246583789805756e-06,8.219675875307265e-07,1.3267999751606751e-06,5.002477346234878e-06,1.058216895128296e-06,4.442040943067652e-05,2.330130522454621e-05,4.022139925863651e-06,9.497269998816762e-06,3.46091534750528e-05,0.00013561404572980093
3.2593556307659883e-12,3.490872070372551e-12,9.634870916328224e-07,7.919851487663389e-07,8.645607238705106e-07,1.5683103134737404e-06,1.2982304643804439e-06,8.458258375656959e-07,6.988679764302262e-07,1.2656200031226246e-06,4.327355247769958e-06,1.0550874571227694e-06,3.755793981590314e-05,4.138066524710484e-05,3.389808801461314e-06,7.2316827334115586e-06,2.5728262088745758e-05,7.294701196046318e-05
4.5955171224913124e-12,7.653014407134464e-12,5.553736161474061e-07,1.2885666642434415e-06,7.000735645345046e-07,1.919973197001648e-06,5.080033397822811e-07,7.982310292316375e-07,1.4691823796114402e-06,9.244851388775523e-07,1.0394455901708072e-05,1.4915938759817952e-06,6.928470587461253e-05,3.74023183593329e-05,4.534655651305483e-06,1.0921957654799234e-05,2.7885852216695763e-05,0.0001309343759442452
4.734169349690547e-12,6.6882155131941986e-12,4.2760960366902346e-07,5.115352791965011e-07,1.9475439680228638e-06,1.691982954976373e-06,5.104384020947208e-07,8.758278953194598e-07,1.2434179682255145e-06,1.0310030378042818e-06,9.076276486606114e-06,1.1197467029046933e-06,6.254103340448932e-05,3.513892665007528e-05,4.127327061087736e-06,1.0332206535269088e-05,4.151140870800064e-05,8.564490466806523e-05
4.434198361482192e-12,6.991808827363719e-12,7.88349702770427e-07,9.76875991319392e-07,1.975032035508593e-06,1.394593170348029e-06,1.0974588046391227e-06,1.4886278651751484e-06,1.0176892950354678e-06,1.4459781226700603e-06,5.853241507413261e-06,1.6963696841121297e-06,5.140096503506425e-05,3.524495330295936e-05,5.2824191061584e-06,9.76573822624606e-06,4.6668520926708136e-05,7.400021780477793e-05
2.8906730359802164e-12,7.253423130288942e-12,4.713442151474505e-07,1.1285840256197349e-06,1.41451031266557e-06,9.02034791922723e-07,6.991574752332144e-07,8.429597372841022e-07,8.647179625069785e-07,7.97071155278434e-07,8.736827011513193e-06,1.0488233093043518e-06,4.149897501803966e-05,3.303362036467785e-05,3.215898495653641e-06,1.1996407016854389e-05,4.00270558873756e-05,0.00011203554495965175
2.973225389065067e-12,5.0198642253879946e-12,4.223696536156123e-07,1.0394096298174635e-06,1.5898102724742614e-06,1.0627716169156741e-06,8.156682369286654e-07,8.434450006512759e-07,1.4493815703849736e-06,1.1709235888482623e-06,7.749572592873669e-06,2.1970762926516547e-06,4.576936392063102e-05,4.4678809002295914e-05,2.665433326325129e-06,1.4336100549360723e-05,3.945101448365433e-05,0.0001193979789795173
2.8767320427930205e-12,5.9848181662775655e-12,6.832016100577995e-07,8.910469656292872e-07,9.771075777243697e-07,2.073787783154847e-06,1.4087699016646913e-06,5.129841193077788e-07,7.925052100109969e-07,7.867352371877222e-07,7.0250189323189724e-06,1.9173130934943735e-06,5.958143440646012e-05,3.828749250950476e-05,2.460491524127808e-06,9.218050760871352e-06,6.647862273942818e-05,0.00013473667257032983
4.1637020893060375e-12,3.5791909600089165e-12,9.886706084419886e-07,1.171196220167484e-06,9.914258784147353e-07,2.003080848986896e-06,1.3395767474255533e-06,5.197813528784784e-07,5.682257799938886e-07,9.737257571317236e-07,1.1055801274850256e-05,1.360320348308705e-06,0.00010447076975560086,1.8944421303578758e-05,2.606721384069272e-06,1.0929287674158454e-05,2.9758856126247876e-05,0.00014066403795737144
3.5393115851233097e-12,3.606948063205231e-12,4.809631112647488e-07,6.564852005200227e-07,1.1556843279730143e-06,8.980673107549698e-07,5.020419807455573e-07,5.166275095588081e-07,1.1398071233990063e-06,7.77308734748698e-07,3.855729524326522e-06,9.831801707114764e-07,4.502337308519045e-05,2.194182029272066e-05,2.1129725672664673e-06,7.028541191482786e-06,4.29092491916811e-05,9.355288615495186e-05
