L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
5.197260423018514e-07,6.080871410815237e-06,2.3449355520225654e-06,4.5188838585104785e-06,5.04009598016267e-07,2.503652813600368e-06,2.384478115315123e-06,2.5524839887789167e-06,1.6985595862437044e-06,1480084.3387809119,148092.72179813086,1.4084479428605403e-05,0.00010709406173577092,8.53126717553399e-05,1.846261831732164e-05,1.813723197016942e-06,2.6840011914371827e-05,0.00011549085007172855,3.023977365480188e-05,3.496760965416404e-05
3.968790844965452e-07,6.367269978483811e-06,3.5968010748635335e-06,5.2444309355056865e-06,5.939791900484319e-07,2.1970903283277892e-06,3.328533557553838e-06,3.3369062884892845e-06,4.120280750070919e-06,3716143.1932316096,281456.69030515477,7.2363848045179295e-06,5.9649250035234804e-05,4.28920779443755e-05,1.9315300766560228e-05,1.0341184729132106e-06,1.2531900211202805e-05,7.292650889550119e-05,3.067246705207772e-05,2.652085722586799e-05
7.358989542447354e-07,4.079536291333017e-06,2.3712948589179294e-06,3.295202064493817e-06,6.559343529150863e-07,4.1155119044688546e-06,2.863952354529895e-06,2.420521180092229e-06,4.556588354432829e-06,3086553.490268469,311125.25480061694,7.342885119379242e-06,8.144458153938962e-05,4.957621749430876e-05,1.171570485807222e-05,9.900614653570677e-07,2.3476728565448457e-05,8.213448285267726e-05,2.5213889479264566e-05,2.530813396197372e-05
9.358495219028006e-07,3.954798188845556e-06,3.4085696613317877e-06,3.1418828177542513e-06,4.859729545661942e-07,2.454623944630088e-06,2.3257564226524038e-06,1.6963258982326201e-06,2.2882669059985988e-06,3612137.9624733278,279793.5703433425,9.823610955823671e-06,8.101384967289237e-05,6.269022011892622e-05,1.0352864462312631e-05,2.0449330527392185e-06,3.358271298206979e-05,0.00011710475910431261,3.0559935859621816e-05,2.9950085977626968e-05
7.030355539050239e-07,2.9543237505342116e-06,2.372791595644941e-06,4.782034454795455e-06,4.5896972366078654e-07,2.8709552528846743e-06,2.3341414654309324e-06,2.826203604142974e-06,1.695592831694155e-06,3363677.8486072896,289070.397668354,9.93554362351062e-06,7.008617177938816e-05,8.662379454612273e-05,8.359510964771292e-06,2.2603253378468086e-06,3.111091199397228e-05,9.595565602155424e-05,1.417453951412461e-05,1.8349393869721384e-05
7.528663030001863e-07,2.820493682245536e-06,3.2874968552828967e-06,4.6280374133527635e-06,3.5391624080250824e-07,1.8097286359924905e-06,2.688009943986197e-06,2.380266234952223e-06,4.5278615234561575e-06,1767569.040279568,288002.76090249233,6.877657143187722e-06,5.5902431960235126e-05,3.918900579209733e-05,1.2794451097170078e-05,1.684248594090181e-06,2.806475333091755e-05,7.973688553285315e-05,2.8489474873352112e-05,3.8823579991876714e-05
3.9176454234722514e-07,5.857466269377108e-06,5.366820673484563e-06,4.21856994809104e-06,6.844585031098128e-07,2.4509962597132555e-06,2.217784515255765e-06,2.342752482883602e-06,3.877681830919371e-06,1729649.1759993953,367358.97224979877,8.743355683698554e-06,6.187091711053159e-05,5.342445556295244e-05,1.551227714247801e-05,1.5787556019186991e-06,2.725436297909941e-05,9.948645071824074e-05,2.3482173681692377e-05,1.716294575912632e-05
7.543519079923821e-07,5.310794603924479e-06,5.846465334528297e-06,4.798137660675551e-06,7.051767891411628e-07,1.7922261064009621e-06,2.4584963620285437e-06,1.4830089158854176e-06,2.919845268388935e-06,3739717.6129062437,270030.7255264844,1.1681710222677133e-05,8.514748575183264e-05,6.575369940909981e-05,2.003924969584943e-05,2.102710397425284e-06,3.199368032078842e-05,7.718327107615426e-05,1.6706744225778442e-05,2.9214608855154226e-05
1.101540282390331e-06,2.683903872395931e-06,5.377304961932494e-06,4.180506382992265e-06,6.528986702845322e-07,2.581762719298531e-06,3.4425499764965253e-06,1.502662346237509e-06,2.993465319112482e-06,2024280.4187642802,356554.19040430425,9.705200492152017e-06,5.84096082300662e-05,7.506086690243261e-05,7.782448488922338e-06,1.0080724113717614e-06,1.922962176697701e-05,9.687081673036923e-05,2.3025084828670283e-05,4.087197142246377e-05
6.459832401936623e-07,6.732185625368208e-06,4.030210332269104e-06,3.4183299383727135e-06,4.258027657451414e-07,2.018793650673231e-06,2.735163452249276e-06,2.0861444534027904e-06,4.229243944570081e-06,1390033.3961492542,359947.58703555615,5.923693234760583e-06,9.860210026329154e-05,6.102619665659011e-05,1.8106554120095744e-05,1.6640537042706877e-06,1.6002419662165486e-05,0.00011484144014548357,2.3992038212933408e-05,1.9943393290512423e-05
9.396928552487053e-07,4.355097401446052e-06,4.642636481902227e-06,3.0519803825109954e-06,6.073218578052055e-07,4.510342862641692e-06,3.137203907109428e-06,3.3926157552325084e-06,2.61884004437956e-06,1716564.0625149352,167782.48185142767,9.15307515612852e-06,6.363064611239424e-05,7.996156740451527e-05,1.683591882301607e-05,2.459217965292126e-06,2.7474947257899115e-05,4.574781707005131e-05,2.7131785816959827e-05,3.3446807682746366e-05
4.65074358907897e-07,6.510738558151887e-06,3.5837715355653217e-06,4.532004599626141e-06,6.327190064536781e-07,3.44318801061824e-06,1.4672929310006738e-06,3.41561898930941e-06,1.6927302760637257e-06,2044886.282941336,189062.4976505781,9.158095558768842e-06,6.144803734414447e-05,6.732587378621328e-05,1.7101287458875853e-05,2.535672662086693e-06,3.2099225505495515e-05,8.716316802439546e-05,2.3979423809395288e-05,4.115795750236389e-05
1.0649427860978022e-06,5.882211536211613e-06,2.7822799621154815e-06,5.30638989899808e-06,3.666065644610302e-07,2.354068832946345e-06,2.4722593877398818e-06,1.998648932219254e-06,3.4087492074234927e-06,3002982.400602566,338715.74523095693,9.476047771283725e-06,9.897549790643049e-05,6.479209823280843e-05,9.112319782762552e-06,9.421931614350883e-07,1.9959744856150513e-05,8.117814432310632e-05,1.2747856091632888e-05,4.1733609401325404e-05
1.0368658447636423e-06,5.322969367531825e-06,3.894762284047068e-06,3.053772804230136e-06,6.705774522828944e-07,3.5395289469373037e-06,2.0274396738370723e-06,1.2718775780945948e-06,2.4863869634004847e-06,1915219.4384144908,191107.08600667576,5.238398040088586e-06,7.791100746244656e-05,5.6111448408517916e-05,8.70693927245377e-06,8.803622144139844e-07,1.624401815843689e-05,7.61824105468166e-05,1.5112834466494568e-05,2.3651868205006573e-05
5.081261758427536e-07,5.083013857871556e-06,5.128553399208408e-06,4.068573108049422e-06,4.4122985108593756e-07,3.4486133267254085e-06,3.303601433205782e-06,2.4556505456742934e-06,3.615570671574578e-06,3203550.6194967893,333282.72619985463,7.739923918077487e-06,3.861855713502553e-05,5.1893021552303595e-05,7.708454169806018e-06,2.218797213982091e-06,1.8765827587420625e-05,4.896596012413101e-05,1.662656826144446e-05,3.14087971534071e-05
8.651031865611515e-07,6.999164581116262e-06,2.341612515260512e-06,3.168352813332383e-06,4.961804200072097e-07,4.056495820961084e-06,1.9040092182618508e-06,2.880601069252224e-06,4.430727091041588e-06,3529541.091960223,367408.5777897537,1.4504112655824951e-05,9.249760797618386e-05,8.857514434425195e-05,1.6771517487476907e-05,1.6657869833460993e-06,2.2817125394232973e-05,0.00011375933627048375,2.0448024491594602e-05,4.0242289348242406e-05
3.976494801725016e-07,7.180632185631402e-06,2.166249192145671e-06,3.5192374664775177e-06,4.3318235683228646e-07,3.163103584602839e-06,3.347992258554693e-06,2.67494828249215e-06,2.6333744278940926e-06,2099347.865458709,273529.18294461677,1.3830067682907965e-05,7.466164883615768e-05,9.515356110006931e-05,1.138590900980889e-05,2.20925329829116e-06,1.4542650362153428e-05,4.851085854928872e-05,1.534314917971173e-05,3.1374607343640516e-05
4.711872733479324e-07,4.047801059807223e-06,5.285479956286478e-06,2.104507294777901e-06,5.651252348625244e-07,4.318032294290227e-06,1.7277298769015331e-06,1.2883335384373378e-06,2.2858143473243508e-06,2043907.832362091,168462.58779705106,1.4407089923703874e-05,9.527754575431675e-05,4.3011186884896046e-05,1.0818497097336454e-05,2.0002203542869344e-06,2.7418552896859248e-05,0.00011636997095811248,1.6748754094865287e-05,3.8301670904151975e-05
6.237046260719808e-07,3.5735946998234464e-06,3.327800359231109e-06,1.9007967060115683e-06,6.129482539081035e-07,2.8014412278280125e-06,2.1537144131388265e-06,1.707617000026242e-06,1.6920327164118477e-06,1350477.3780685244,294248.2544318769,1.2588901036227367e-05,7.409499084378594e-05,4.5322625047271114e-05,1.7002415294579034e-05,1.6589411828971572e-06,3.393446466649169e-05,6.487684521337813e-05,2.2081138941340205e-05,3.3412357172694786e-05
5.026450022996522e-07,6.26178469176178e-06,4.996843384181028e-06,4.610317051240955e-06,5.689704682182193e-07,2.405296688655282e-06,3.4163125947767296e-06,2.809710322596973e-06,4.074879414963267e-06,2361103.482999556,230343.831627187,9.33992062587317e-06,6.040741259746631e-05,7.434007179871225e-05,9.066606814781953e-06,2.117466689682578e-06,2.0465406836359257e-05,6.199911561612145e-05,1.3586698205764897e-05,1.4979528369860534e-05
