c1,c2,L1,L2,L3,L4,L5,L6,L7,L8,W1,W2,W3,W4,W5,W6,W7,W8
4.500000000000007e-12,5.2768000000000076e-12,7.704399999999999e-07,8.919999999999993e-07,1.391000000000001e-06,1.6725100000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,7.649999999999993e-06,1.7715120000000013e-06,7.119999999999996e-05,3.179000000000001e-05,3.972000000000001e-06,1.0238999999999993e-05,5.119500000000002e-05,9.499999999999995e-05
4.126599021161584e-12,6.863768939987081e-12,1.1470781373371195e-06,5.372823105144206e-07,1.9241787728672815e-06,1.3825718646628487e-06,5.19880133839796e-07,1.0562402339904198e-06,7.398477591475864e-07,1.1297175070215638e-06,1.1093847312240152e-05,1.1978897811062773e-06,5.804542998039056e-05,3.9738191868107595e-05,5.481353202173953e-06,1.3432121205960605e-05,4.6886875131706086e-05,0.00012982778604581877
5.491460220489705e-12,7.747722682756116e-12,9.616367467604043e-07,8.153379411350554e-07,1.5630280400143506e-06,1.7177649466068747e-06,5.262109868777189e-07,6.364552256606852e-07,9.937697142687307e-07,7.101740099148394e-07,8.083396889692944e-06,1.4740106067537434e-06,9.917367604699086e-05,4.3180796860079254e-05,5.576060248542353e-06,1.4078232282703437e-05,5.716869201301234e-05,0.00013773156917859462
2.2505146866780488e-12,4.292276703310695e-12,6.012852692461007e-07,1.0654049406931484e-06,1.7400609257320246e-06,2.318002020518262e-06,5.283064880207948e-07,5.599176895122121e-07,1.1199557183813795e-06,1.2527555537388144e-06,1.0829388575711991e-05,1.1178184825446772e-06,7.674343372825896e-05,3.9899062771387553e-05,4.6183230947545425e-06,1.2168163291179666e-05,3.756003799835341e-05,0.00012600866477478754
3.6104965768432727e-12,6.29164797836384e-12,9.933123658121646e-07,8.154479084179968e-07,1.1808175936911793e-06,1.43379224630178e-06,7.462110676030461e-07,6.213434557407375e-07,1.3289808995501794e-06,5.665364813541148e-07,8.732981498439478e-06,2.319778474990544e-06,4.8701526355875505e-05,3.808623992813976e-05,3.059267216782196e-06,1.0950553292099894e-05,3.081771384630369e-05,0.00012864096716447108
3.6011175279025514e-12,3.393013154552339e-12,1.0796240717009352e-06,9.290709659675373e-07,2.0513638558594185e-06,1.9009822250471716e-06,1.4939130246104798e-06,1.0460708041429518e-06,1.0264259339055205e-06,6.354279030721703e-07,6.546144558026686e-06,9.322025065883331e-07,4.702013678179898e-05,3.959880635617131e-05,2.1067475683971503e-06,8.872534772678701e-06,6.974531641404365e-05,0.00011330438316319864
5.359239639297751e-12,3.633798671280984e-12,7.256807340598152e-07,9.64767047351107e-07,2.072244625360213e-06,1.1772902007646484e-06,7.477329017623543e-07,7.621730837729127e-07,1.2501724132979935e-06,9.569753274356927e-07,4.260510203844875e-06,1.7865986224359253e-06,5.0691563722629686e-05,4.1282628940927105e-05,3.167000247346888e-06,5.40215795640216e-06,5.597827425034127e-05,0.00012766484074846286
3.0881709511995156e-12,3.087161294556048e-12,1.0852383194030447e-06,1.038104823536052e-06,1.290974845110972e-06,8.627161868732943e-07,1.0528219786857653e-06,7.257093386078549e-07,5.700221437192227e-07,6.934342826233279e-07,8.447975194337797e-06,1.916801103946411e-06,3.943834017165119e-05,3.721937565913737e-05,4.082082575138341e-06,8.653716631778238e-06,3.3413524819349485e-05,0.00011433411387450209
3.964572558279967e-12,6.595252334039709e-12,7.790238405392397e-07,9.285290100262728e-07,2.030073140596896e-06,2.180887630640403e-06,5.323230666235743e-07,1.2093872512312947e-06,9.650014815635057e-07,1.4475489413950992e-06,5.51896041757469e-06,1.358877287735091e-06,4.1400946299261055e-05,2.9520792563221797e-05,2.419022530683741e-06,1.1608842641905414e-05,6.670520293734846e-05,0.00011369604713141702
4.035453634038008e-12,3.5345611579583165e-12,6.069336318604659e-07,1.2885785223438046e-06,1.6183471234654626e-06,1.9917870035162294e-06,6.241733151199117e-07,1.059716982054142e-06,1.1063294616533306e-06,1.0246703091237332e-06,1.0910287914304374e-05,2.3822132068256654e-06,8.394970116345856e-05,2.8042046487081945e-05,4.259924390285059e-06,1.1186229024293e-05,5.3448098032679556e-05,0.00012346344986492275
