L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
4.651686524913881e-07,4.238982034659203e-06,3.0096125556538627e-06,5.1540481848457366e-06,6.132909895614722e-07,2.191761617959571e-06,2.2464628618744517e-06,3.231874020606529e-06,4.57874926869446e-06,2239452.8205584143,256451.10826606702,7.296356705864579e-06,5.1912923103325184e-05,6.395830981695754e-05,1.42941701730631e-05,2.5829050755822765e-06,1.354048754995683e-05,5.147450675114411e-05,1.6401263369151623e-05,3.649394063570351e-05
9.726980997885822e-07,2.946836990979388e-06,5.053616532329082e-06,4.103117029681061e-06,2.834010217643951e-07,2.7317346658815554e-06,1.6526911522145773e-06,3.397342597087063e-06,4.387982895362495e-06,2336063.992550061,183147.96935674353,1.197011494327257e-05,5.160208426337824e-05,6.117503421875639e-05,2.0803062261319775e-05,2.567619774436972e-06,2.302590990343638e-05,6.823649750526125e-05,2.5378920835557504e-05,1.7580740256491414e-05
5.532162372573847e-07,5.920754457170193e-06,5.230409899188353e-06,2.4556514201487627e-06,3.078565784186881e-07,3.2585240541505953e-06,2.7520132657328286e-06,1.3315269805652582e-06,4.537628338521743e-06,1370101.6300988821,373339.79125669965,5.504495610066909e-06,8.989138760596643e-05,8.730814663739098e-05,1.0121062449476934e-05,1.1027964626115592e-06,2.589722018084514e-05,0.00011440537306176419,1.303721162942113e-05,3.9023495341895345e-05
3.8814786867678074e-07,4.708794849540764e-06,2.294733184619516e-06,3.800084838305153e-06,3.039951117290665e-07,4.050065449409082e-06,2.1357299221717783e-06,2.36865305499262e-06,2.981894425661163e-06,2806421.3411282687,200266.45233110376,5.986067052369424e-06,7.541347462926263e-05,9.476361582206537e-05,1.2816890088736768e-05,2.340016194559093e-06,2.7893944230847372e-05,0.00011615267274499222,2.0858791027431517e-05,3.8443573878759723e-05
6.653425194442623e-07,3.7540946423547264e-06,5.125101085061823e-06,3.988571393447582e-06,4.154198982634117e-07,3.950408372017062e-06,2.5714295831684206e-06,2.2209932212268425e-06,2.062111166763288e-06,3420718.2460567206,376461.7183579073,1.1394122756670963e-05,0.00010772133880089158,4.9552082725676355e-05,1.338156397805152e-05,2.179863874362982e-06,3.214051887971721e-05,5.306332219901792e-05,1.1784506224255907e-05,3.438280401666152e-05
4.590198645664086e-07,5.3783455218902936e-06,2.253732814441263e-06,3.863453427787173e-06,4.708600948931097e-07,3.8118474264659e-06,3.2725332238765172e-06,2.3249017084445977e-06,3.6184987608760823e-06,1494126.160855453,200910.76145889194,7.23170634869174e-06,0.0001043588630864812,3.3437965417009666e-05,1.0724449331247526e-05,1.2319610123507447e-06,3.554511694683704e-05,0.00010127965969415315,1.888566066005999e-05,2.7667736975089924e-05
7.740211681726664e-07,5.801560874269279e-06,3.2776842035280284e-06,3.4776535179393316e-06,3.134911316018078e-07,2.0291932539214943e-06,2.134545476921045e-06,2.572528524525655e-06,3.388932124129871e-06,1856295.7318563438,309757.8687461537,8.976741866578716e-06,5.561695213849912e-05,4.81242607324591e-05,2.1525845213850757e-05,1.661810997168589e-06,2.108423066759805e-05,4.5933712380727266e-05,1.878580321240038e-05,3.411213268445021e-05
3.878305682852088e-07,5.185272129324135e-06,3.1432446887985294e-06,2.9977739019286e-06,2.9423487339972623e-07,2.5500682601386678e-06,2.462843763445297e-06,2.577015445442508e-06,1.6763296406651962e-06,2410402.5825553676,192414.81293215696,1.0325159742225051e-05,0.00010890966734467736,5.090987147049068e-05,1.5932465480012526e-05,1.2505059347815487e-06,2.3372829505049595e-05,6.761309521777646e-05,1.9563889945306375e-05,1.7640529076753793e-05
7.939487521931956e-07,3.294097469748449e-06,5.13871534169333e-06,4.51520321586794e-06,4.942013016226467e-07,1.5516113199781087e-06,1.4814166802332882e-06,2.3186946252375646e-06,3.278708767744417e-06,2390628.6296145264,312816.5925250922,1.329829484714266e-05,6.92330113821725e-05,6.325043594833813e-05,1.2153953088116404e-05,2.2613873609408164e-06,2.565130378216281e-05,9.848026662514039e-05,3.035517435566989e-05,3.9001046222663204e-05
4.306980804554724e-07,5.604612214880069e-06,3.778241372456564e-06,5.188240509985596e-06,5.507574354122429e-07,4.219271849010056e-06,3.506879147427418e-06,1.8627628606144239e-06,3.327485023713341e-06,2769852.792936527,238837.85874520295,1.0026543725776714e-05,6.498450764965814e-05,3.889461728965841e-05,2.1748152037667082e-05,1.9501957063098564e-06,2.1671118401080708e-05,6.374636342079454e-05,1.667539729001574e-05,3.4929898646784594e-05
9.98151757454142e-07,6.701805916927602e-06,2.809674993488662e-06,2.8503561369323656e-06,7.591186862311452e-07,4.142673575657435e-06,2.0587511322075462e-06,2.8794266685046106e-06,3.1228344970356263e-06,2742080.3755067093,361387.80438343366,1.2766342875686791e-05,8.868529541292203e-05,5.3188636194585104e-05,2.135331108121939e-05,2.4215277799078966e-06,1.8209409407278645e-05,6.251507901670253e-05,1.9339190300766582e-05,2.626458261407583e-05
6.434825339696184e-07,2.817576447870325e-06,2.963672923756758e-06,2.4349752149664867e-06,7.908816102642181e-07,4.362649443286811e-06,2.285894529379595e-06,1.8487531860445709e-06,3.358816363847247e-06,3040257.1539652213,248294.40230410843,8.9732124641349e-06,0.00010795401516778489,6.11565971158134e-05,8.194353579531288e-06,1.5925519552733313e-06,2.4368291719551094e-05,7.235222752978107e-05,2.5717711048903284e-05,4.119212649474694e-05
7.937110806872988e-07,6.020904700278173e-06,2.631106869874335e-06,3.689602586765757e-06,6.148662610299357e-07,2.4545634301330294e-06,1.4745596511459259e-06,1.6708170752364973e-06,3.8942825895467636e-06,2333764.128930342,278747.1095898053,9.693858929887076e-06,8.719386909666877e-05,6.374004833691803e-05,2.179440762082694e-05,1.0431100976047397e-06,2.3702745172240883e-05,7.866846438669754e-05,1.6538720519400603e-05,1.9844742565261984e-05
3.864875721610084e-07,2.716150736590192e-06,2.9481137597495156e-06,3.9500592184483385e-06,4.518349139282486e-07,2.9808389059435137e-06,1.8069418609181035e-06,1.644002833979414e-06,3.136842806155563e-06,1835898.4424964928,241401.6246313021,9.524151838744048e-06,5.087859870368698e-05,3.63292651071296e-05,1.799710159926337e-05,1.7200324902707566e-06,2.8334094938243594e-05,7.824588231010518e-05,2.4130032587419828e-05,2.773444141249692e-05
8.962884933299216e-07,5.948053841346279e-06,6.222061849301078e-06,4.167305017312636e-06,4.968140604231062e-07,3.7953653316811625e-06,3.3832608538686522e-06,3.4531773331103947e-06,3.4861819209060955e-06,1655343.6468460846,341278.11353427276,7.342727716892946e-06,8.56928170036913e-05,5.3981891647889776e-05,9.988497572356137e-06,2.223727085038924e-06,3.6305547304920465e-05,9.052945146945228e-05,3.118045530940245e-05,2.6720544510368044e-05
5.424585363045563e-07,6.001329844618814e-06,3.1060466607760235e-06,2.6133340778826484e-06,6.747478986857617e-07,3.5209499017138087e-06,2.2799919324356758e-06,2.220312222231765e-06,3.183522689796475e-06,1931303.3593980658,219099.27969594835,8.188506768807226e-06,9.779595255625754e-05,5.006678553839523e-05,8.933291992988576e-06,1.1264003829278721e-06,2.501148731960689e-05,0.00011842734889636842,2.257640766381844e-05,1.74453211763979e-05
1.0944740009593366e-06,4.385233378971526e-06,2.5378211398212728e-06,3.358334193227926e-06,5.970773373463136e-07,2.3489102304475334e-06,1.5266782845039227e-06,3.3987359783380136e-06,2.34268225182768e-06,2292665.1594537157,216343.5742728033,1.4720490669609404e-05,9.987658518322691e-05,5.5285536343691766e-05,8.397622147931686e-06,1.202146211372274e-06,3.6050878984558704e-05,9.23157155675649e-05,2.3544194607626214e-05,4.152745781761542e-05
6.6792298860386e-07,7.203379884679661e-06,4.169652191182426e-06,3.538539900993434e-06,3.1633719728604523e-07,2.7211701192039465e-06,2.46202406230535e-06,3.252928284161194e-06,2.4815941847124358e-06,1454658.4315234532,161055.57169737693,5.86510055053534e-06,7.1865927734854e-05,8.483813640917007e-05,1.6308125975637904e-05,2.0816989287042963e-06,3.237508575859414e-05,0.00011523457528524518,2.1571145978104236e-05,1.5747451001437466e-05
