L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
5.754464609872148e-07,3.19224578390828e-06,5.702225363570436e-06,4.347127442058212e-06,4.6562736597123746e-07,2.228391806439527e-06,2.9991915693961016e-06,3.4363200452058906e-06,4.223535464833003e-06,1927851.4921539305,295198.82938667625,9.948518196858101e-06,4.2684112922044084e-05,6.658426895580917e-05,2.002549297492582e-05,9.276083967676908e-07,1.4308457509511635e-05,6.460605107471641e-05,1.0651787677085915e-05,1.9125223594944674e-05
1.1054794293145178e-06,5.439464073347989e-06,5.298230783355056e-06,2.3023725110385854e-06,4.6775605271392e-07,3.2691503129944905e-06,2.1458457705290996e-06,3.491706966948397e-06,3.6372841710805827e-06,2303390.9361134963,319879.0958998775,1.3348747243011552e-05,9.777704042336536e-05,3.815986315900506e-05,1.3996428663952368e-05,1.4741923428027096e-06,2.288469810007488e-05,8.966366835031597e-05,1.845821503639904e-05,2.8890818377970808e-05
1.0500131260691756e-06,3.319572416791453e-06,4.73356311958107e-06,4.1940820316109055e-06,3.613010446211135e-07,3.502847858640573e-06,1.4971746016005838e-06,2.7421304335373714e-06,4.407365554736278e-06,2087947.5334523562,151443.63187362903,5.8274846064207754e-06,8.80757972561805e-05,6.312190642398769e-05,7.6183791211293645e-06,1.6748301138576178e-06,3.3601448758316225e-05,6.866596916499897e-05,1.9511962988876754e-05,2.180300431251203e-05
5.977504247908738e-07,2.4175541579476045e-06,4.400060119430238e-06,2.6893590363353493e-06,3.3153753008893094e-07,2.4348628175038295e-06,2.0976477072437286e-06,3.400972407132214e-06,1.8961367186641642e-06,3233749.141387702,342980.66717113735,1.2831860634717782e-05,5.978529016042241e-05,7.937291337015493e-05,1.0880227713241044e-05,1.1963846495683805e-06,3.6358366415583286e-05,4.095440430125425e-05,2.4731847860913748e-05,2.8428409929716517e-05
5.508786575319031e-07,6.965662904692061e-06,2.8215086289317947e-06,4.08451157322058e-06,5.471961617711862e-07,1.5453762666007663e-06,1.8762428035619408e-06,2.48095009653873e-06,1.9603996462600278e-06,1716567.055607295,375777.82225830184,1.151011425115384e-05,6.13972042659174e-05,6.971216733493219e-05,1.6838346438820065e-05,1.1611373553318407e-06,2.799804847578205e-05,4.914534845445053e-05,1.6766087016515374e-05,2.728039329805051e-05
9.062736731214254e-07,3.0984486598126657e-06,3.0808274898669317e-06,5.312811201604625e-06,5.328639202527644e-07,1.924414258645033e-06,2.1011904395205704e-06,1.859882666570745e-06,4.114529500147865e-06,1584483.3111130712,220645.00012365432,1.3730257595537256e-05,0.00010329153672978099,6.60422358772313e-05,1.2225701171378496e-05,1.6195066381532982e-06,2.759292872891193e-05,7.099223247921554e-05,1.081786878661041e-05,2.210319955479797e-05
5.096943511684433e-07,4.451311221382551e-06,4.185187270654454e-06,2.763778800183751e-06,5.308698952755595e-07,3.1492143602167183e-06,3.1584957965001775e-06,1.59649949773618e-06,2.6668933580176938e-06,2124674.987261377,212832.32549442846,9.106509629427386e-06,6.925089863761124e-05,5.577434657901698e-05,7.614770583850344e-06,1.934779885478807e-06,2.5138658193480098e-05,0.00010658417204059358,2.3091578991429043e-05,2.5255095367662394e-05
6.818260443792835e-07,4.088543995917472e-06,3.7304621071320914e-06,3.477933842942667e-06,3.3147498433718213e-07,3.511334663845736e-06,3.132648566085264e-06,2.9843869901420557e-06,3.4006810593678117e-06,3323196.9295937284,288172.2133460675,6.841593217516328e-06,3.747935852939031e-05,4.682016744774759e-05,1.1277202029454563e-05,1.0397117142432606e-06,2.0790554326006293e-05,6.33199766289509e-05,2.7711282990327497e-05,2.718279351330458e-05
8.541919933011469e-07,6.616061957638388e-06,4.089509571442634e-06,5.389415076360965e-06,6.830927226688085e-07,1.9748075807522297e-06,1.837789986088857e-06,1.5266503591214173e-06,4.316765951955868e-06,2827937.540229708,312855.1596009699,5.93178312841743e-06,8.336525685423193e-05,6.948489772608406e-05,2.1337741453166848e-05,9.218799417534925e-07,3.292562008305768e-05,5.5037976224418565e-05,1.491813809009625e-05,2.6154051170951503e-05
6.967145924720816e-07,4.485146753661545e-06,6.055877738926855e-06,2.706097853271599e-06,5.798111134311728e-07,3.6456511370101845e-06,1.9629283690984076e-06,2.5656071542538015e-06,2.090130925145533e-06,1836080.4539859784,142782.5082150331,1.057359149059121e-05,8.481188877587885e-05,8.546226695757042e-05,1.770287601181076e-05,1.0302520455078446e-06,1.61180867507312e-05,0.00010873234377839029,2.3809290791447032e-05,1.4406857623602466e-05
3.838831692374768e-07,6.417869669278913e-06,5.830665122078704e-06,2.5571735678623437e-06,6.653599981578616e-07,3.383029495998132e-06,2.30230721290843e-06,2.8846332566225097e-06,1.6833642307699526e-06,1353142.175989534,295096.58047669876,1.476831685046009e-05,8.210896929139955e-05,6.225362081840421e-05,1.625363866390312e-05,1.3504194978244656e-06,3.0759518049085375e-05,0.00011058225338447081,2.5865990654182582e-05,3.3635171898559825e-05
6.174896337726276e-07,2.7348745047013743e-06,3.5206090916620616e-06,3.0362915681153506e-06,5.65844264420396e-07,3.885030895090421e-06,2.596058427889248e-06,2.42939039375204e-06,2.0336151758388167e-06,1553554.7942280774,181005.04904621007,1.2246209148956601e-05,5.534228439282829e-05,8.086634859844965e-05,1.6935466813656123e-05,2.2641159812373085e-06,1.978869700495952e-05,9.844263268061908e-05,2.1793801689165925e-05,2.1732019728110897e-05
7.830606780161928e-07,6.939360220204408e-06,5.43453949093057e-06,2.0063569125427312e-06,3.354184956517436e-07,1.5720465766075582e-06,1.5932039210590414e-06,1.54552257178204e-06,4.115304374363668e-06,1851074.2714769633,245233.20752196506,7.1135520726425005e-06,7.137950812113807e-05,9.294033059698723e-05,1.8907162375550967e-05,8.899455301970629e-07,3.484823445613106e-05,5.2032811170422566e-05,1.4954633063115075e-05,1.859962387840468e-05
6.115130026759911e-07,5.295535554187409e-06,5.523298252471922e-06,3.4891372254495047e-06,5.832160691937781e-07,3.116042201878756e-06,2.407867444739702e-06,3.3255158399561737e-06,3.1698189331358112e-06,2754907.490365949,213111.5547579436,1.3187988863499053e-05,9.484488181286797e-05,6.28132073622349e-05,1.5298378343124636e-05,2.1763478861374223e-06,2.322566046281769e-05,7.516717966463318e-05,2.4847568238577514e-05,2.6941240990689296e-05
3.82822755502278e-07,2.6227966292014647e-06,5.701433478177273e-06,1.8601906054042464e-06,2.8100280695114013e-07,3.0528195718200577e-06,1.6940215196108808e-06,2.039161665845732e-06,2.6248673597693138e-06,3683341.508867582,313044.54457725794,1.2885721416406513e-05,7.458722551841633e-05,3.4152958957228174e-05,1.4465516755819934e-05,1.001085606621535e-06,2.788079318571496e-05,5.467822034081935e-05,2.1277446289571487e-05,2.3924087843792255e-05
1.1295181638353313e-06,2.789489663042264e-06,2.4088708234445124e-06,4.109623572222752e-06,2.67900570453139e-07,1.7916170338951556e-06,1.2247090375749714e-06,1.4364865245101937e-06,3.848607738437466e-06,2509594.9869024036,234349.56745499294,1.3908251192592142e-05,8.835969622536661e-05,8.531592233483244e-05,1.9140802346100976e-05,1.711620680120314e-06,2.6012576374185244e-05,0.00010344427807789805,1.4054757631310381e-05,1.6261008082792596e-05
