L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
7.595633808196477e-07,3.0265158311492647e-06,2.7391069287579097e-06,3.3177518770218412e-06,2.791455989285603e-07,3.0707938870431236e-06,3.5041552820047756e-06,3.0121165048729954e-06,3.402535814100899e-06,1975416.8310289544,338137.25806438527,5.886840047642395e-06,8.762403725303228e-05,4.4295604046186824e-05,1.940527269895523e-05,2.2104546460846015e-06,2.813084111279135e-05,9.75085195419757e-05,2.391670720148985e-05,2.6842771459425586e-05
7.788150901892494e-07,5.006919994896882e-06,5.634068628440372e-06,2.5569657184614066e-06,7.648863789241086e-07,1.5454355738242493e-06,2.6229134353997712e-06,3.352007001123341e-06,4.007857844399113e-06,3594986.0144440886,265996.0138958148,1.318943707063631e-05,9.699881105131676e-05,8.172517718969974e-05,9.326454295106052e-06,1.9195584746231763e-06,1.4095953018498046e-05,0.00010904506105238743,2.7901778696868247e-05,2.5900404200178156e-05
9.689794134150111e-07,7.22441887444403e-06,2.4823506122056983e-06,2.2259948335928927e-06,4.812743416662521e-07,2.645927577766555e-06,2.5121496966793656e-06,2.0274022965945736e-06,3.0580913989759254e-06,2119333.574079625,275267.09945576394,1.1608180412443758e-05,8.343535041974628e-05,8.662558196458521e-05,1.5879169730176228e-05,1.2527376837257642e-06,2.898571066832516e-05,8.512510356482327e-05,1.2935331418397282e-05,1.5024910928041538e-05
9.849646424345378e-07,3.100775300547342e-06,3.554066352246211e-06,4.145774325664955e-06,4.061408560939768e-07,3.884559871861388e-06,2.8928474467163354e-06,1.6051783643144946e-06,4.579926411518997e-06,1986747.4752973665,300574.7192638827,8.920528451760574e-06,6.25973269718592e-05,6.377753108637423e-05,1.5012273162254807e-05,2.294552907886716e-06,2.7481540605821576e-05,7.19941564197188e-05,1.1408328557634671e-05,3.05814197621796e-05
1.0471094157315286e-06,7.1259001046510975e-06,6.130266568448266e-06,5.314020984723202e-06,7.212139369165251e-07,2.3734198825977274e-06,3.482104012789507e-06,3.0358818125745243e-06,4.293200446434971e-06,1989289.9291863895,175676.36239952306,1.3707313420029023e-05,5.4002593964807184e-05,7.237587996284213e-05,1.2766293786460367e-05,1.6543401529164364e-06,2.9276905877611156e-05,9.639043721774724e-05,1.861326251736832e-05,2.7819132514425274e-05
5.255719431992609e-07,5.407462599432757e-06,5.915379090582466e-06,3.7564769887773403e-06,5.085442708665477e-07,2.4249834257085854e-06,1.4809018119901192e-06,1.5028754914829496e-06,1.855991279042266e-06,1528262.603582633,365259.84750951634,7.97301319899888e-06,3.8717879184982434e-05,7.346058705595903e-05,1.4745982246062825e-05,1.7926661255474603e-06,3.440689203263839e-05,4.800455307741185e-05,2.4098719067045503e-05,3.6955514623041346e-05
5.87902007651325e-07,5.894948383215025e-06,6.109652591808886e-06,3.062751093105336e-06,6.351157148124879e-07,1.7909513173143091e-06,1.4354778763943174e-06,3.188613888030909e-06,2.9675983453615323e-06,1652216.8710393885,150173.45418920647,1.282489405060759e-05,6.33153103963656e-05,3.6425277242062245e-05,9.469487467224831e-06,1.7021410109809724e-06,2.7273878077587218e-05,6.355801554867863e-05,1.9775103299451993e-05,3.7923557233887657e-05
7.610907957147265e-07,3.8401570497440156e-06,2.2919785613115238e-06,3.690407058835114e-06,5.046181548185421e-07,2.1042390514858776e-06,2.811749740103165e-06,1.8474668874924651e-06,2.5709985067439528e-06,2463040.643118566,231654.3700273831,1.4920931849647172e-05,0.00010633982379601656,4.687447038860385e-05,1.6424910414706508e-05,1.2983242221267402e-06,3.121808117117829e-05,5.3129085673110254e-05,2.1133597706996882e-05,2.6037579189275877e-05
8.19797027520714e-07,5.1275946262116604e-06,2.867580985913312e-06,2.385650104216899e-06,4.3875853865844946e-07,4.280550934989524e-06,1.5186695770675679e-06,1.1881271910977228e-06,2.4965900939475354e-06,2428911.7298243404,198338.75208247008,1.4728712914792835e-05,5.889437769921724e-05,6.38932044651241e-05,1.4002029231202219e-05,8.864377023702566e-07,2.7856333838019016e-05,9.475218550300058e-05,1.494636254637345e-05,4.173961745502008e-05
