L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
5.412638505421557e-07,6.124404943645502e-06,3.3748609998454394e-06,5.166225410430486e-06,5.669796324605361e-07,2.9071275367542553e-06,2.4930314030449743e-06,3.177435108186646e-06,2.682069510019961e-06,3187299.5047148312,387844.8571820977,6.339572426886141e-06,7.747976583324444e-05,6.835353944040806e-05,1.2726091907024175e-05,2.190579571516963e-06,2.5770383745277937e-05,9.06359751586855e-05,2.98290178897646e-05,4.102170837584784e-05
7.500043311872114e-07,5.739094509231331e-06,2.2699520172109665e-06,2.145695787955427e-06,5.131048266384259e-07,4.13470503737591e-06,1.250765140059502e-06,2.330888807721007e-06,3.30016251396942e-06,1927194.7206756885,342467.3610668052,1.1385623572731879e-05,7.741684515337599e-05,6.127184955432999e-05,1.6569257808872144e-05,2.1104515836825935e-06,1.7565169262352014e-05,8.300720965373231e-05,2.5853349530433474e-05,2.3462809285041806e-05
7.032910589801828e-07,4.285096210240341e-06,3.900751545941531e-06,2.979510949238606e-06,5.333204702179939e-07,2.6389956045511192e-06,3.2113842019429154e-06,3.0684933018218906e-06,2.377775471716921e-06,2177464.839973831,285543.9176331109,5.341331860972905e-06,5.510873932262554e-05,5.9956804755537484e-05,8.687544481456737e-06,2.048327474303225e-06,2.0880316048366416e-05,8.059330757475286e-05,1.3787276537804092e-05,4.133492300543434e-05
1.0384150468703065e-06,5.3864441351994605e-06,2.478879977259053e-06,2.6320427444234673e-06,4.3576460164327853e-07,2.1494285367369727e-06,1.9891765056742265e-06,2.6774934342959464e-06,2.077481033275551e-06,2958726.0082569537,337597.07614893006,1.0090980721619947e-05,8.278703623159247e-05,6.125796447867733e-05,1.6037920953710038e-05,1.6024563353738052e-06,2.0460373141220407e-05,8.556880465590243e-05,1.2205420902871194e-05,1.6824891874585287e-05
5.127674269593182e-07,4.480091808448162e-06,2.268074065536006e-06,4.526198400034527e-06,7.334576299325937e-07,4.1988996848586736e-06,2.4310291423987286e-06,2.233518486100083e-06,3.095662090452495e-06,3415361.028141876,334554.3766698685,1.3249019408071441e-05,5.159790019009772e-05,7.824468024807543e-05,2.1574448936665732e-05,1.7041266562022626e-06,1.3658432950042545e-05,5.272329567015553e-05,1.580655960332878e-05,3.882376689195292e-05
6.408920659012273e-07,5.237118976447806e-06,4.928887469655248e-06,4.862457735706181e-06,3.977209852104995e-07,3.3742864732748177e-06,1.1873367510991582e-06,1.6984885877241671e-06,4.583311724511858e-06,3126164.0325930794,248324.51637940237,9.359087388902699e-06,0.00010870595011660392,7.955459354147224e-05,1.9906790672252147e-05,1.91274083348968e-06,1.975786608405105e-05,5.996891744654512e-05,1.71854400100824e-05,1.8277816566383224e-05
5.88687084639543e-07,5.808729556120133e-06,5.612633500063526e-06,4.55510593440618e-06,7.20544452792539e-07,4.075469376797632e-06,1.284555789857993e-06,3.1134561812338773e-06,3.0854816714440223e-06,2318148.808026147,234487.37931532372,9.691051649234976e-06,5.738518658371617e-05,5.537581167104254e-05,2.021529505812929e-05,1.489342611060852e-06,2.7722936678160504e-05,7.549496530882692e-05,1.2786042844680097e-05,3.049479589377729e-05
9.099555917434916e-07,2.9554536801981583e-06,2.6008618820843848e-06,2.4797855588459325e-06,6.005187842600423e-07,1.6179218361378633e-06,3.353926199494497e-06,2.3541921854717806e-06,2.570542735424595e-06,3266429.612148943,296027.5961872565,1.417890844511912e-05,8.043182429121568e-05,3.876026933830943e-05,1.0901593304153372e-05,2.3760192998363023e-06,2.508561132504645e-05,7.387652627704996e-05,2.47302220360578e-05,3.485515316033938e-05
1.015609950315915e-06,3.5962020805871246e-06,5.406386336416348e-06,4.595095317480341e-06,7.184085411093914e-07,3.632181135522971e-06,2.468160102489568e-06,3.2208364387207526e-06,4.54404801972497e-06,3053496.161573875,252762.14603068616,8.70852072048956e-06,7.01426414292928e-05,6.660335646846476e-05,8.184608517530264e-06,1.9882133533769486e-06,3.359866369109546e-05,5.254260822669862e-05,2.7593018248569768e-05,3.9753489012456177e-05
