c1,c2,L1,L2,L3,L4,L5,L6,L7,L8,W1,W2,W3,W4,W5,W6,W7,W8
4.500000000000007e-12,5.2768000000000076e-12,7.704399999999999e-07,8.919999999999993e-07,1.391000000000001e-06,1.6725100000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,7.649999999999993e-06,1.7715120000000013e-06,7.119999999999996e-05,3.179000000000001e-05,3.972000000000001e-06,1.0238999999999993e-05,5.119500000000002e-05,9.499999999999995e-05
2.5933873021828026e-12,5.807376527674687e-12,7.341083089510483e-07,1.29827774411861e-06,9.257124480479104e-07,9.520797796121504e-07,7.240786369463196e-07,1.049714120800727e-06,5.105799069383458e-07,1.0349917609279161e-06,9.577444742737892e-06,1.4307697982045683e-06,9.58997471047501e-05,4.7215132844515825e-05,2.5216823159084736e-06,1.4725062432509253e-05,3.777355362972109e-05,0.00013801138250555818
5.759634565080512e-12,7.652043347782734e-12,6.571686522581998e-07,1.055159158102873e-06,1.272628365649394e-06,1.4334591966264725e-06,1.0748625875891493e-06,6.647166587790132e-07,1.330640325993804e-06,8.170438819361966e-07,4.296739775799496e-06,1.3222452975758866e-06,6.55932640522682e-05,1.957354966886983e-05,5.804655829775437e-06,9.928888281271015e-06,5.962122373032377e-05,9.369217994743106e-05
2.973715943117825e-12,6.51178584738559e-12,1.0076684548461222e-06,1.0694198257874663e-06,2.0376012575865025e-06,1.264659156086466e-06,7.357623269979817e-07,6.472300918116006e-07,1.0394062099506565e-06,8.994488223857157e-07,6.553464672666491e-06,1.701191124206003e-06,5.514740662855005e-05,1.6030437405972256e-05,3.859793736117812e-06,7.944281564526916e-06,4.862417185916565e-05,0.00013574313583110148
5.505593300239236e-12,5.532671605824683e-12,6.705532883773017e-07,7.214965948985073e-07,1.773386422757299e-06,1.5515956102869081e-06,1.282230151323779e-06,7.815338178484943e-07,9.586034797679692e-07,6.602024106191693e-07,1.1064010842869067e-05,1.0485665484663482e-06,9.508536155370454e-05,3.9185050501481664e-05,2.157470984193356e-06,1.535039379800721e-05,6.52983293124233e-05,0.00011786983414484111
6.650952803984702e-12,7.435688608602315e-12,7.389235938866747e-07,9.74594461092449e-07,1.8032794647885246e-06,1.8395175453357884e-06,1.3569756261117594e-06,1.3078708464535505e-06,1.2714423445636832e-06,6.925082189598551e-07,8.442230570470463e-06,2.472339836128094e-06,4.267354300816571e-05,2.7685113048412713e-05,5.68375197998407e-06,5.608649924691299e-06,3.5620166789663055e-05,5.7943157771035105e-05
4.673231416846954e-12,3.341108531382414e-12,9.394160769458651e-07,6.557274032736584e-07,1.4221446680502425e-06,2.054112027676414e-06,5.336742045028478e-07,5.447662608451395e-07,1.366199034084392e-06,8.54511018045606e-07,6.0249865572172345e-06,1.704683378795889e-06,8.161329259275403e-05,2.73859748496012e-05,3.408871862591635e-06,9.107057089368668e-06,4.999843428525604e-05,0.00012718559702054288
4.505042086469725e-12,5.400343505699322e-12,7.034054248224633e-07,1.306754131586226e-06,1.3362367419631186e-06,2.2097663871688032e-06,1.0326448049436743e-06,5.082165050393119e-07,1.10961479833456e-06,8.783761334314192e-07,8.968624520984036e-06,1.673746442265061e-06,5.770721313449684e-05,4.375995725480351e-05,4.891205319791227e-06,1.0638901558279273e-05,3.0899181521704606e-05,0.00013432239417864237
2.574230100118929e-12,6.5981627445096115e-12,1.0835647434949724e-06,1.2889830156231714e-06,1.777995119747559e-06,2.1082241433182227e-06,1.296951357443565e-06,8.61616647712058e-07,1.3726271831441862e-06,7.062858565006543e-07,9.27217321887766e-06,1.0712533308156433e-06,8.928858762520201e-05,2.629966502272416e-05,4.066168234784603e-06,1.4249958667117651e-05,3.6450336964737795e-05,6.226496197319385e-05
3.4579754104584136e-12,6.168649069496239e-12,5.24247145498514e-07,1.2027735857072185e-06,1.9297189320271537e-06,8.482021993368778e-07,1.4751396811571152e-06,5.636222856985521e-07,5.239030261423306e-07,1.4187092051422686e-06,8.8468446920203e-06,2.099071720500437e-06,7.423537401027853e-05,4.415594749494581e-05,2.353734922091771e-06,1.3547344911292275e-05,7.347376806739493e-05,9.939265074500354e-05
