L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
1.0493000637329484e-06,2.7328545130122292e-06,2.3657509551859355e-06,4.010445899898936e-06,7.227524302443909e-07,3.0663568214645975e-06,2.4085443384014915e-06,2.433036212937608e-06,2.3579549773564604e-06,2897381.014886333,232181.01046190024,1.4149716019232046e-05,9.159528595846349e-05,5.497270829519341e-05,1.319049338923364e-05,1.1977563125199051e-06,2.7560456307132203e-05,6.888173352846977e-05,2.8366354581946062e-05,3.997651824783898e-05
1.1219650663951923e-06,7.162264739853086e-06,4.591161021695505e-06,4.252856726924553e-06,3.7210376946840294e-07,4.5811831043017606e-06,2.4916860789999464e-06,1.861792904276951e-06,2.9872451706322924e-06,3079400.758861864,261162.30137361138,1.4030514393073983e-05,8.490680863683114e-05,9.175159063796247e-05,2.1399372353597086e-05,1.3980947991355836e-06,3.504498892551067e-05,5.0645666345300715e-05,3.1273244009003667e-05,3.020559245509236e-05
7.635260632775252e-07,4.43237373013763e-06,3.7542109618449503e-06,2.5367420198537913e-06,5.278396935462116e-07,3.5129259825949965e-06,2.6514837476460773e-06,3.1556827620412247e-06,1.5878018480846709e-06,1794259.2573785994,284264.87751927145,1.4291271120490332e-05,0.00010184701931586313,6.055447694267911e-05,2.1755698041804895e-05,1.1250597982616649e-06,1.9753602900207367e-05,3.972357411760139e-05,1.8256467855733324e-05,2.044587987091867e-05
5.805029494846567e-07,7.070990838563334e-06,3.520570703549151e-06,1.847658550712653e-06,6.082311307036258e-07,4.410592997154797e-06,2.3540500727052297e-06,2.7381310724854966e-06,4.525366056423846e-06,2375094.437938826,331820.33388793905,5.704254746677855e-06,8.309771145095782e-05,5.6391447944812044e-05,2.0381349052379177e-05,1.4169247827126214e-06,1.873112444394511e-05,6.843924637215709e-05,1.1152546175253752e-05,2.3655435683644764e-05
5.598044425746501e-07,2.7576539401434616e-06,3.974662939960682e-06,1.862472565241651e-06,5.256167794004569e-07,4.130869307980549e-06,2.588897898188368e-06,2.2500818542490907e-06,1.615665818398058e-06,2179967.097425114,360602.5559455857,1.460042625552319e-05,6.386226762627427e-05,5.72388174099905e-05,1.8638276122105846e-05,1.0204418284197062e-06,1.975355698264817e-05,7.783899247575546e-05,1.2859040027454714e-05,3.25269241383225e-05
3.907086864679568e-07,3.500638805215661e-06,5.367117771967266e-06,2.078500837049251e-06,5.859606731497097e-07,4.017221659052803e-06,2.348453823161211e-06,2.9156645985109197e-06,2.1542202630254326e-06,1431007.484125831,192786.24232658092,7.500167685956757e-06,9.161431563132027e-05,6.437352919237035e-05,1.0145677548099484e-05,9.260069456713665e-07,2.9234744460745706e-05,5.454685962143191e-05,3.107777098341076e-05,1.5743179181017813e-05
7.108781771754633e-07,4.316256639177611e-06,6.192561515353112e-06,3.4214273958839356e-06,6.977169202502389e-07,2.2525711729718855e-06,1.5450989412117986e-06,2.990719667546363e-06,2.280019956795738e-06,2075248.676153494,188283.17205546444,1.1973739968258202e-05,9.316703737958619e-05,4.184512115255445e-05,1.2391611388663408e-05,2.5630895183843954e-06,1.5734633388943642e-05,4.396567791975724e-05,1.733387880345865e-05,2.8595785232075864e-05
6.893964390685469e-07,6.743380373573464e-06,4.509292500964022e-06,3.4092666890221206e-06,5.436659105241333e-07,3.5399710802690555e-06,1.5103424198216796e-06,2.022665657073714e-06,2.8651715208819736e-06,1716719.7213449606,132042.8822224429,6.236318031795369e-06,4.120798316825604e-05,9.444583769037485e-05,1.0551032159188167e-05,1.4461951316601134e-06,2.9672801088748213e-05,9.409202465235974e-05,1.4240411272017772e-05,3.819232777637415e-05
7.813234489133628e-07,4.083579585949697e-06,2.2418751581920588e-06,2.5103342890023608e-06,7.613389879566281e-07,4.5201432647376695e-06,2.6625476171304953e-06,1.5781395244772467e-06,3.460643480942761e-06,2236706.4584898455,199055.14215023757,1.1627675171355846e-05,6.91461206025276e-05,7.215633899443721e-05,1.4117154880510481e-05,2.07988507863495e-06,1.6109738427472212e-05,7.795369141787791e-05,2.4574523155224174e-05,2.8706416755641024e-05
7.474913319930353e-07,7.1713397820878635e-06,3.937119295274475e-06,3.768721459128973e-06,6.471698265282679e-07,3.768599655295375e-06,3.2360003684454373e-06,1.7541882735069035e-06,2.4523562664481143e-06,2569179.942194405,202973.63545631224,1.2096408212689624e-05,8.262574549516999e-05,9.106990647190324e-05,2.0953013287181313e-05,1.3645018829037796e-06,1.8938505547958236e-05,0.0001052589386760497,1.0638500107490319e-05,2.5150627972140727e-05
