L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
7.006048115927663e-07,6.282596266702839e-06,6.193662129851018e-06,2.2045440095098415e-06,7.317689222478733e-07,2.5295333994226138e-06,1.2165195131851225e-06,2.4610397451976783e-06,2.2639341429916134e-06,2890967.4353833077,379806.9263352871,6.761962555750558e-06,6.0735737830605295e-05,7.962638634785943e-05,2.0147975013026092e-05,2.2957527210109424e-06,2.2255123853900917e-05,0.00010837203614140456,1.6805215130211912e-05,2.6279129432880992e-05
9.323279129898087e-07,7.091703410724688e-06,5.192369122220128e-06,3.3454449154196203e-06,5.944225975324176e-07,3.1427977929082847e-06,1.2313337092938622e-06,1.4829406757893967e-06,3.0409353256623146e-06,1817348.0745042523,276741.6966010643,8.320635743668372e-06,0.00010377020878512369,8.652459138053005e-05,2.0496092555065024e-05,2.4061828786728193e-06,2.7135447131872242e-05,0.00011496961511434252,1.3503122393420092e-05,3.01760096649057e-05
3.820873823604514e-07,3.928838780509145e-06,3.2466470069879276e-06,4.371504577283544e-06,6.61748547600462e-07,4.240982823890973e-06,1.2362371819686597e-06,1.3046082165634543e-06,3.4270644982470197e-06,3205824.011617593,370752.9654291863,6.309968448109164e-06,8.030036253869794e-05,7.994873540539127e-05,1.6975709260678817e-05,2.0797231916754018e-06,1.782808718351377e-05,0.00010518407491200672,2.9427477163334772e-05,4.1564072643817364e-05
6.129820854907253e-07,5.758918233682789e-06,5.3634020063581925e-06,3.3458961264684665e-06,4.4906722290627874e-07,2.6232454656076473e-06,1.7461338981911277e-06,1.4477302518759185e-06,4.066681552623547e-06,1449777.0534418442,298980.7563878816,1.3094906921265822e-05,5.095876002124614e-05,7.631624672609326e-05,1.1245040625634467e-05,1.8716152223044081e-06,1.4627804404046867e-05,0.00010738135469623749,2.1872746956634827e-05,1.963898368400411e-05
4.941215005842745e-07,6.647959605589864e-06,2.5094201873629927e-06,2.0128296597426786e-06,4.07291854743699e-07,4.310117561814589e-06,3.182465399917959e-06,1.2688058770092946e-06,2.0097816676170177e-06,1945660.0229342605,233096.58036444886,8.447366526832938e-06,9.595072792000005e-05,8.6917339694478e-05,1.0984553841967016e-05,1.1567000144273162e-06,2.46853255123353e-05,4.7480351764353654e-05,3.096954778795675e-05,2.0861747959169693e-05
4.525466864033615e-07,6.735950184723579e-06,3.943237068891766e-06,3.7913808456507755e-06,7.384238094257195e-07,3.4374819543229153e-06,2.430864690559466e-06,1.4154613208171976e-06,1.5868431786628733e-06,3338890.414201366,258234.89967534892,1.4401074823333674e-05,8.284632268984765e-05,5.2404779498500756e-05,1.9781509963382062e-05,1.692040039835785e-06,2.3744525985309725e-05,9.129843355464065e-05,2.386869240003986e-05,2.1264629037264234e-05
5.243028014925406e-07,2.8257635409160255e-06,5.8597572928672794e-06,4.259488401504427e-06,4.909602394419152e-07,1.5784130031104627e-06,2.4636034301246904e-06,1.690902758956302e-06,1.7442677597808204e-06,1774510.8110501831,289223.33271867293,1.0820141799470806e-05,4.126624076949457e-05,7.457924597316931e-05,1.500463383610771e-05,1.4790510895216263e-06,1.5859920951463858e-05,9.54388971605053e-05,3.1372173516820064e-05,3.487981033101403e-05
6.460083954608882e-07,2.603634603014823e-06,3.301434857234507e-06,3.7144941501334093e-06,7.749003849414962e-07,4.3740779352559084e-06,3.1403522881214787e-06,2.8262643242916353e-06,3.0182160394673183e-06,2915900.904467621,274880.79883477866,1.3788319844118436e-05,6.85544291600843e-05,6.0570669749530376e-05,1.901155182646714e-05,1.268819926174648e-06,2.7259891431292112e-05,8.804209644287769e-05,2.196748688700198e-05,2.6699611635455834e-05
6.851303503122315e-07,3.235280926496867e-06,3.2771454085192082e-06,5.28721680692638e-06,6.154605523459595e-07,3.6441445676017843e-06,1.460565557380593e-06,2.4691405681861507e-06,3.3853681526591897e-06,2622149.7651131973,373522.62038012675,1.344734445392223e-05,8.784062832412447e-05,5.6189945304407614e-05,1.565833235099746e-05,1.9118957703401443e-06,2.5369445887178685e-05,0.00010305949025566696,2.155494461201596e-05,1.5538331331669545e-05
7.936559847785641e-07,6.6564282915640695e-06,2.620918860012034e-06,3.976791448237293e-06,5.933770359906252e-07,4.581807922381527e-06,1.8232898088860673e-06,1.1942554337707404e-06,3.2706853974846343e-06,3646109.2427954064,371571.9617261838,1.4053923187086495e-05,0.00010568583245932565,5.8018682990043264e-05,1.800388086919767e-05,1.4214722159783537e-06,2.8045537531389107e-05,4.239149773582061e-05,1.3343985964515569e-05,2.813760311302567e-05
7.022646090041173e-07,2.8900152074136338e-06,2.160566544740437e-06,5.13645100995365e-06,3.252006196923356e-07,2.0573619555367052e-06,2.5406766952123947e-06,1.3327000716765044e-06,2.501128972525811e-06,1953290.175018385,234371.5025271307,9.598802658168065e-06,3.7279950854406124e-05,5.7424249467009744e-05,1.4877569760975216e-05,2.478534718569613e-06,1.5662456625029245e-05,0.00010072993165020999,1.796980859066151e-05,1.9863688593558573e-05
9.055076983031241e-07,4.4489498287744e-06,4.903955817029948e-06,2.3331574171752286e-06,7.667798178560408e-07,1.9496353938643665e-06,3.4388540510680393e-06,3.418753848900636e-06,4.555165432502092e-06,1448304.6183600484,383234.3092487362,1.0463468160203725e-05,0.00011001855660281403,5.2067357357542234e-05,1.8554905093327575e-05,2.4668621686652233e-06,3.0412125956386454e-05,9.767607803864453e-05,1.1050589913223834e-05,3.6231058428809845e-05
4.915752091840669e-07,2.7936087262993985e-06,2.15626379451811e-06,2.0742134913600435e-06,5.070908374517609e-07,1.8768262836688258e-06,1.2350130363058874e-06,2.92382725163979e-06,2.7382424702095564e-06,3190938.0551525755,249438.6337442027,9.50086747000762e-06,7.286640175047837e-05,6.204405012201177e-05,1.9026184794866862e-05,1.5791869097510363e-06,3.413387369635006e-05,4.258894110275507e-05,2.675136119712879e-05,1.7455394533742907e-05
8.545443651208327e-07,2.4650593822491697e-06,4.320689495517601e-06,1.8410457212277214e-06,7.676815125243189e-07,4.300530223130501e-06,3.032562644144913e-06,3.297589165401454e-06,1.9754081873446957e-06,1683143.0879399527,180093.48565983912,1.1224959022999223e-05,0.00010473280745261845,9.491014486147295e-05,1.76823878979809e-05,2.155650715999016e-06,3.424582487042538e-05,7.143928697702994e-05,1.5746864284725766e-05,1.8788701764960738e-05
4.732651864549691e-07,6.339909140198568e-06,2.690656273415731e-06,2.7973287867804552e-06,6.977981754971383e-07,2.480396990490281e-06,3.468856831345485e-06,1.7862681760133106e-06,3.1629792356119057e-06,2084235.74203079,369487.0475757527,8.66556643851234e-06,6.955262838185075e-05,6.448304449813158e-05,2.100774256959783e-05,9.291607609745132e-07,2.9570151526250026e-05,0.00011030780307538249,1.1073031693866846e-05,2.8515229798345067e-05
8.942371777763001e-07,3.938940497759282e-06,2.3019881876870536e-06,2.4351963614479722e-06,3.898872725485615e-07,3.841716940963549e-06,1.7151598007879865e-06,2.8981142399949663e-06,3.8107233585738945e-06,3664442.3005719515,263386.94383944187,1.0991103076458785e-05,9.899901269456155e-05,7.502591678436568e-05,8.295856486883877e-06,1.7492722986880514e-06,1.269262940020089e-05,6.703208870417271e-05,1.8197405042118646e-05,3.74931479671802e-05
7.00820869008485e-07,5.730799480702052e-06,4.4683292388467725e-06,5.224681404249487e-06,7.423877663774325e-07,3.836861136691416e-06,3.058626157747942e-06,1.6203506909847137e-06,3.5778526539667477e-06,1315211.3263728665,136589.43260053365,5.15533275550836e-06,8.00660071007536e-05,4.449890189280696e-05,1.2817693018190258e-05,2.1500249189555435e-06,2.0032007771346328e-05,0.00010281948216597783,2.860927130959891e-05,2.458034986133578e-05
8.088390289325546e-07,6.446241995264317e-06,2.6903908716081706e-06,3.1028230466685514e-06,5.679764484496392e-07,4.354455078772239e-06,2.077593907110163e-06,2.5195663005466896e-06,2.3406538464481986e-06,1879245.796902266,379229.1901987553,1.093481408196638e-05,8.404167677389766e-05,5.9030854295469654e-05,8.462540734394479e-06,1.2393402672153842e-06,3.336201374652271e-05,7.502939619787414e-05,2.504623206765445e-05,3.487104686925942e-05
4.892556210867583e-07,2.5033323795724482e-06,4.53151103351766e-06,4.577972297478328e-06,2.660184029994832e-07,3.7072657614031236e-06,3.190687939669064e-06,3.425146574575766e-06,1.7329845933510321e-06,2857855.9175776658,347576.8503614995,9.336763489894577e-06,5.852543298632914e-05,5.372115547363076e-05,2.1649129860464483e-05,1.3090587271601534e-06,3.267644346473032e-05,0.00010172202859238481,2.5009784983389556e-05,2.8210847244489863e-05
6.310562161922993e-07,6.566333419780783e-06,4.403428851837671e-06,4.3562339974756584e-06,5.040595014743637e-07,3.452625654815354e-06,1.8488266329485749e-06,1.1867821866619825e-06,3.294873161060498e-06,2076500.3499608282,266426.45311783976,1.4164058530538979e-05,6.9022371743354e-05,4.760912753157198e-05,1.2720888914674197e-05,2.505756954113948e-06,3.4915901665811e-05,0.00010660536492126108,2.982433680041885e-05,2.0308418089641733e-05
3.8199994103807773e-07,2.4150002007241764e-06,2.0800007980388163e-06,1.8299992662534392e-06,2.6449993197420185e-07,1.5300003763200839e-06,1.170000486394832e-06,1.1650001469752589e-06,1.5300003763200839e-06,3838528.7324586036,392856.1852569242,4.999999191090875e-06,3.7249992651093534e-05,3.1850001972547954e-05,7.300003246560711e-06,8.749996765452251e-07,1.2150004255840593e-05,3.964999065458977e-05,1.0500001373587895e-05,1.3950003165855114e-05
3.8199994103807773e-07,2.4150002007241764e-06,2.0800007980388163e-06,1.8299992662534392e-06,2.6449993197420185e-07,1.5300003763200839e-06,1.170000486394832e-06,1.1650001469752589e-06,1.5300003763200839e-06,3838528.7324586036,392856.1852569242,4.999999191090875e-06,3.7249992651093534e-05,3.1850001972547954e-05,7.300003246560711e-06,8.749996765452251e-07,1.2150004255840593e-05,3.964999065458977e-05,1.0500001373587895e-05,1.3950003165855114e-05
