c1,c2,L1,L2,L3,L4,L5,L6,L7,L8,W1,W2,W3,W4,W5,W6,W7,W8
4.500000000000007e-12,5.2768000000000076e-12,7.704399999999999e-07,8.919999999999993e-07,1.391000000000001e-06,1.6725100000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,1.0000000000000004e-06,7.649999999999993e-06,1.7715120000000013e-06,7.119999999999996e-05,3.179000000000001e-05,3.972000000000001e-06,1.0238999999999993e-05,5.119500000000002e-05,9.499999999999995e-05
6.180432312563181e-12,2.985657700675561e-12,4.3814162642150286e-07,9.7740921931963e-07,1.9004700008883703e-06,1.6759844599567798e-06,1.02929245230833e-06,1.044221550616999e-06,7.705735220119156e-07,1.1322237729028609e-06,6.781815970865415e-06,2.5066391724661778e-06,8.753804510392766e-05,2.7434574516549408e-05,3.5885369686326014e-06,7.007901076509325e-06,5.806409714582855e-05,8.251910069614913e-05
6.078504553274165e-12,7.858221618414785e-12,9.427365094959697e-07,1.1669066325190842e-06,8.517583180090248e-07,2.475137273688778e-06,8.254228001646979e-07,6.781148224770358e-07,1.1702153883440088e-06,5.065952432138249e-07,7.051595543468686e-06,2.1194834642250795e-06,3.5923894808845036e-05,2.6198144783138233e-05,2.552585737905642e-06,6.3437125969286694e-06,7.368525451660472e-05,5.457527712632563e-05
6.161375430962628e-12,3.3130690259628107e-12,9.981624627960198e-07,9.014377660859177e-07,1.1107619781355235e-06,2.4820728231386175e-06,1.3335490012491897e-06,1.3654240312144627e-06,1.1096162102304305e-06,1.3634442230594305e-06,6.147092337496686e-06,2.4122697245279294e-06,7.135548194241051e-05,2.131576688260331e-05,2.5604614413079893e-06,5.616926532716876e-06,5.472235833503481e-05,0.00011936869383990678
4.638850612000201e-12,4.338219769579822e-12,4.098803640366907e-07,8.66036182826313e-07,1.3573433946907086e-06,1.2160462737467927e-06,5.628133224849887e-07,1.3469465435466034e-06,6.872504342172493e-07,1.448723909886463e-06,3.92476409064825e-06,2.0330516469966518e-06,4.9006420341407844e-05,2.898186317464985e-05,4.192342386911354e-06,7.963881816090283e-06,4.4192839607193354e-05,9.199064329447181e-05
4.385809645388861e-12,4.414303553843911e-12,1.1039250436869207e-06,9.657128483850319e-07,1.6409806520546139e-06,1.6095053798715558e-06,1.1658395748502683e-06,5.642716552336142e-07,1.0249385387840825e-06,1.3689006371460262e-06,7.871114271708022e-06,1.5969404752753747e-06,4.200558199369723e-05,3.664676484547409e-05,4.7037376018256495e-06,1.2270306990538114e-05,3.8219029853852864e-05,8.623853986540575e-05
2.301294619248438e-12,3.824466013946578e-12,9.940005327486682e-07,5.065635919803095e-07,1.540777497828443e-06,2.195700456530198e-06,1.0036127449406886e-06,1.2513581967858024e-06,7.039935500083118e-07,5.592018048039643e-07,5.631127259600247e-06,1.3286637057684637e-06,8.755623185167788e-05,3.212613018878261e-05,2.7601802206199448e-06,5.417934352416645e-06,6.159147089168207e-05,6.534617483021474e-05
6.705523369049457e-12,3.392408881981228e-12,6.262948896475622e-07,4.4682759284868115e-07,1.209273656539287e-06,1.2256608796742016e-06,7.598206145087126e-07,1.463973258501727e-06,8.462910345070078e-07,5.048247406318724e-07,8.795781001668693e-06,2.553404712933229e-06,7.162750648573184e-05,3.735844926794589e-05,5.874102606573701e-06,9.50309530845647e-06,6.486171266339213e-05,5.41904200934396e-05
4.060581120168145e-12,7.367177961754145e-12,8.351296428948848e-07,8.308923187452822e-07,1.4295638592420972e-06,1.9348487030917644e-06,6.454454785562723e-07,8.68096848529491e-07,9.363305623797287e-07,6.70850975391717e-07,3.856863770701056e-06,1.1047712229141887e-06,3.938266310845408e-05,4.713395887248069e-05,2.8704588860476333e-06,8.461481116038792e-06,6.251436426907265e-05,0.00011272058438807278
4.602036021086556e-12,4.461331834190353e-12,4.1519959059555035e-07,6.118082474836358e-07,2.0019329532092055e-06,2.470583271799478e-06,1.1378408620215794e-06,6.773131006340114e-07,1.1309292421381577e-06,8.740487399814483e-07,5.8142366571313024e-06,2.059856609815896e-06,6.60832723073822e-05,3.601020434274978e-05,3.840639670232027e-06,1.2169110468653273e-05,3.3939837810470734e-05,9.338714608699132e-05
