L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
1.1208107970064491e-06,4.521588304429423e-06,3.731104012071208e-06,5.141083374800725e-06,2.901745581659433e-07,2.3284218013211545e-06,2.259245839073036e-06,2.114758508089561e-06,2.6509885861096937e-06,1582613.208316939,191385.28512227157,1.0109061295180563e-05,6.733386449718651e-05,4.642417283885437e-05,1.3523559033669577e-05,2.141531893810466e-06,2.272721428902394e-05,4.5817063296519534e-05,2.362796509038494e-05,3.828951315936061e-05
6.298580935696174e-07,2.472580014454274e-06,2.362081943866931e-06,5.3497289850818024e-06,5.157364212716265e-07,1.9022111651300614e-06,1.4224490881269295e-06,2.371008287496207e-06,3.5235942507120325e-06,3414030.2931231256,280615.8158476259,8.339025531878518e-06,8.946013865658475e-05,4.380602616488384e-05,1.2158757407881145e-05,1.0866297062547548e-06,2.869074353299051e-05,8.244437612020194e-05,1.97289578892307e-05,2.037442648288525e-05
1.1251308510131708e-06,6.21285791206635e-06,5.272404663094913e-06,3.0420986813135087e-06,6.263482808003997e-07,2.8122441457300385e-06,2.931599257424167e-06,1.99015910395792e-06,2.534665738855577e-06,1355701.1935710206,355854.4251027378,1.475905281607516e-05,8.464198409992863e-05,4.4176903172692015e-05,1.6627401305896488e-05,1.709492515204511e-06,2.5083153106834973e-05,6.227515690226997e-05,2.0958691091366197e-05,2.305688841474715e-05
9.281194191672149e-07,6.59917731214961e-06,2.8245314657711036e-06,3.92402789919826e-06,5.367518057572547e-07,4.291410878980993e-06,3.4660312107671504e-06,3.3221340316606758e-06,2.5170794273349647e-06,2655701.9638132146,219796.36036352973,1.2365002639632702e-05,4.714672948172368e-05,3.320871077624899e-05,1.3551062729056117e-05,2.5341011593129034e-06,3.496354248033168e-05,9.49261790240185e-05,2.2524204515912543e-05,3.2732181583323455e-05
1.0265805850613805e-06,4.329924630281418e-06,5.875166848475812e-06,2.8247639083850324e-06,6.016063679351252e-07,3.786693906247006e-06,1.5661001412644607e-06,1.5892347679800042e-06,3.869848823599043e-06,1508325.272982118,256233.91666660595,5.828235231105265e-06,0.00010904933343875815,8.50521918845332e-05,1.069266481289846e-05,2.350982565000085e-06,3.0314781662892207e-05,4.824981925643547e-05,1.6104948232909476e-05,3.185747322164319e-05
5.470923746234072e-07,2.777001675273309e-06,4.170537526800043e-06,4.9813123810162435e-06,7.108209998210571e-07,3.4381206485851563e-06,1.2638132316603343e-06,2.4509886069041055e-06,4.34516128395557e-06,2418592.381294702,201761.8012601404,1.4388939793192666e-05,4.891164984851563e-05,6.0219243736392676e-05,1.680535275216927e-05,1.3529183091166689e-06,1.3693958310717833e-05,8.327669100773249e-05,2.7225282712969098e-05,1.622982131237907e-05
9.222600243052084e-07,4.074685907672733e-06,2.616572531137416e-06,3.641223168500731e-06,6.686517929099459e-07,3.124628219227314e-06,1.6248934375678404e-06,1.87411576527944e-06,3.847571761387962e-06,2458449.8030328117,331372.30652495375,6.7601348447979995e-06,8.827719923172297e-05,8.278334438362194e-05,2.0256950175156306e-05,1.3970722428078302e-06,3.431537482050798e-05,8.609469210798078e-05,1.6677508203938072e-05,1.4813697715329946e-05
3.8675991497630644e-07,3.226305647359891e-06,3.135307338431351e-06,2.139861496334702e-06,6.930663993047305e-07,3.772976075843746e-06,2.4412993371550696e-06,2.119347937925623e-06,4.001099796836682e-06,2845147.812694099,250626.21517445176,1.1598942308802173e-05,4.5036385527753555e-05,4.452984515749109e-05,1.9100446008855536e-05,1.874659856799043e-06,3.517652363604087e-05,9.540819948810025e-05,1.7275881287172243e-05,3.3398491752514646e-05
8.898086171700032e-07,7.000609233246266e-06,4.469920050978674e-06,2.929029432427679e-06,4.389441675280779e-07,3.0314560505920287e-06,3.472479774885121e-06,2.1681733723996897e-06,2.714850003997701e-06,2545034.4595395066,189020.23141321933,7.907453201715787e-06,9.760112889957683e-05,8.872618815597015e-05,1.2705272283150487e-05,1.7186712323342904e-06,3.4105237172376715e-05,9.622400243614358e-05,2.0112943262308763e-05,4.068151425645344e-05
