L1,L2,L3,L4,L5,L6,L7,L8,L9,R1,R2,W1,W2,W3,W4,W5,W6,W7,W8,W9
7.640000000000006e-07,4.829999999999998e-06,4.16e-06,3.660000000000002e-06,5.290000000000004e-07,3.06e-06,2.340000000000001e-06,2.3300000000000014e-06,3.06e-06,2559018.000000001,261903.9999999999,9.999999999999997e-06,7.449999999999997e-05,6.369999999999995e-05,1.4599999999999989e-05,1.7500000000000008e-06,2.43e-05,7.929999999999999e-05,2.1000000000000002e-05,2.7899999999999977e-05
5.525943844733038e-07,2.9988443699331613e-06,5.288584897959021e-06,3.4061979575617707e-06,7.249208852993391e-07,2.8672439023764363e-06,2.600298304157456e-06,1.6855909071510736e-06,3.28468283551035e-06,3389932.3088946785,256996.5183952874,1.3846354387701323e-05,3.725033151808086e-05,3.9903324060445125e-05,8.321572984212484e-06,1.5204488404322418e-06,3.6317876340676524e-05,6.561706931809715e-05,1.9198356177755087e-05,2.0468443561226134e-05
7.816967928301166e-07,6.847428247407027e-06,5.475152077361614e-06,5.33528667530991e-06,7.757923388530173e-07,4.385778535725445e-06,2.7165598343402973e-06,2.652471843411852e-06,3.2681874765622264e-06,1396742.1151488663,345223.03040332557,1.1861240443411343e-05,4.038976214896086e-05,5.605577631076367e-05,9.618666634167176e-06,2.557479590142927e-06,2.6433463089491083e-05,0.00011884177179353866,1.5879167693879753e-05,3.4532952460194774e-05
8.02735912828022e-07,5.150935767713712e-06,2.660909071592909e-06,2.0047946500439184e-06,5.054938084813229e-07,3.6910247802336163e-06,2.35652696137163e-06,1.4850421394601484e-06,2.574967135879728e-06,2191396.0360396383,277566.2072421089,6.397390061770841e-06,6.0758165203590964e-05,5.717785550438104e-05,1.5778702331890894e-05,9.203328901587149e-07,3.055313744725893e-05,8.82767743936186e-05,3.0461906058242728e-05,1.7430405904139717e-05
4.168398899014638e-07,4.694853295033514e-06,4.484508061591335e-06,4.511981391263576e-06,4.7632376650892066e-07,2.3474380900731282e-06,2.6558374165770817e-06,1.4664998554628148e-06,1.8902435795106795e-06,1843577.0659229548,348924.6405050414,6.875543018397237e-06,8.137883654982062e-05,8.669159059062942e-05,1.1646222529937397e-05,1.600989883948825e-06,3.2819299262153075e-05,6.432726616365933e-05,2.8859217605974817e-05,1.978722880436788e-05
6.575968302056982e-07,3.934355831046031e-06,3.4972049717038705e-06,4.3029392043699e-06,4.2263906477964494e-07,2.080085188332845e-06,1.4232845285338755e-06,2.6824724523122013e-06,3.196181142697832e-06,2939913.164619755,291025.5898464104,5.399823597882618e-06,3.930461433184064e-05,8.972908021287811e-05,1.6433150811028992e-05,1.3050644299264722e-06,1.789975399780644e-05,8.02784565620357e-05,1.9280671207320168e-05,2.4136022853232304e-05
5.52433839452145e-07,2.623731974627903e-06,3.046016427871316e-06,3.7588389141266113e-06,7.027024753071092e-07,3.5359932658680763e-06,3.3958096744470745e-06,2.836580241371185e-06,3.2676667610606853e-06,1500626.9543697361,228251.38087151753,6.910259554650528e-06,6.621069439869685e-05,6.32098762657732e-05,8.4036381859375e-06,1.043740184592713e-06,2.9534742252103014e-05,0.00010353173506747559,2.5619946861903953e-05,3.8778223764526846e-05
9.081867876315158e-07,6.049308948916672e-06,2.9063580149140373e-06,3.905174073852912e-06,7.458059789251094e-07,4.045405117776998e-06,1.248229743522516e-06,1.3968069733340189e-06,4.328491680072276e-06,2147221.845460846,337825.3692842461,6.7898430681821355e-06,9.472555839248333e-05,6.721826591427558e-05,1.676804839078008e-05,1.962196188277769e-06,2.085720306950473e-05,0.00011617568535778291,2.2480696841324964e-05,3.216461857298956e-05
5.07090808700687e-07,5.038989481898469e-06,3.2094016168809114e-06,4.4759796122445386e-06,6.697863012079348e-07,4.308201133282033e-06,1.3970009813664015e-06,2.510634797451608e-06,3.4467859161472676e-06,2964813.7070815247,283154.81773424044,8.120673803914668e-06,3.7657156039980466e-05,3.462461434202431e-05,1.1368595013939602e-05,1.111079069579011e-06,3.3691489276441526e-05,9.578128908320534e-05,1.5452690438647692e-05,4.047007992306995e-05
4.357281982394024e-07,6.120529756202002e-06,6.143707498284482e-06,4.328328261604861e-06,3.006385209020664e-07,3.44609770795257e-06,3.1518554375198147e-06,2.130861489198674e-06,3.0466091712970745e-06,3404555.2595113465,313882.5668785465,1.1263297344858747e-05,9.926925168197728e-05,4.2576351941574815e-05,9.472729498953178e-06,9.79049086777431e-07,3.389921421195454e-05,8.032047260668239e-05,1.1927121197054142e-05,1.5464651002991016e-05
1.1009322972278185e-06,6.23286754082225e-06,2.9761845496504626e-06,4.740844409163402e-06,5.850880290672051e-07,2.0280839649011393e-06,2.602942884261735e-06,1.4799833347381993e-06,2.097460267896007e-06,1763057.608160149,146598.59254336468,1.2173444278767064e-05,9.268878508986537e-05,7.292258692863524e-05,2.1333484202291408e-05,1.2332898919831344e-06,3.247927187970092e-05,5.615112012850163e-05,2.1588036640150218e-05,2.933122332675227e-05
8.126525744994061e-07,2.7638292623794625e-06,3.5626548549783185e-06,2.243014611258564e-06,7.613453340546121e-07,2.391837350990905e-06,2.808354402282522e-06,2.3710402908921032e-06,2.7196641191779662e-06,1316954.7749161907,180521.28596042734,6.3073848426080416e-06,9.178794169768564e-05,6.154165090451788e-05,1.956922699226455e-05,1.172410429134156e-06,1.3167135352219653e-05,6.917928545151748e-05,1.3910371474719504e-05,2.2894197037079423e-05
4.4158614729395e-07,5.6014274801899e-06,2.1565437779833632e-06,2.558935233747219e-06,3.185334659471408e-07,3.329919763222774e-06,2.4576086991366703e-06,1.315808710841693e-06,3.2824751282208684e-06,1845745.8095093477,235238.51489805893,1.0411990852645558e-05,9.554562182465516e-05,3.621034237599018e-05,8.942681446167029e-06,2.2463721135207874e-06,2.4233932664065143e-05,9.21766319172006e-05,2.6057128365211196e-05,2.900956443111079e-05
9.34097350499377e-07,2.672435804202712e-06,4.6458475215152615e-06,4.4700283780402804e-06,7.81618404196735e-07,1.8719531926759955e-06,3.068679311977115e-06,3.2578247114366653e-06,3.7555131840667986e-06,3275653.9542147014,323989.0666079277,1.3356340021718381e-05,0.00010610692241535832,3.844276123867108e-05,1.3124933830315667e-05,2.5639245727665745e-06,1.9484807133368745e-05,8.634881180331307e-05,1.3339340501538502e-05,2.274119656756303e-05
5.030574605716988e-07,5.723668106650645e-06,3.038486413169311e-06,3.271554400287163e-06,4.531883351941056e-07,2.3547381843083226e-06,2.677854056901495e-06,1.385038880361831e-06,4.552464406975446e-06,1289960.9501974012,275579.8153819234,8.63757138562466e-06,8.039977064659936e-05,3.830631451260352e-05,8.34072894621897e-06,1.1044086606306976e-06,1.5660059639951983e-05,0.00010125026881643547,1.8131839197521085e-05,2.5637379049607673e-05
9.45358976702581e-07,3.7341066876871904e-06,4.862538990014216e-06,3.484607634939159e-06,6.452137475717537e-07,3.6615208516185974e-06,1.8591984993843584e-06,2.20276741324151e-06,2.600253385117798e-06,1465703.0561134948,156178.62352263517,8.280842051756773e-06,5.3432702799029164e-05,4.846118197647616e-05,1.4017468032386229e-05,2.0322043126975424e-06,2.2927209312092485e-05,7.842935624752823e-05,2.3478540023464807e-05,4.161807758332475e-05
6.062242636620792e-07,4.675421391845211e-06,4.510480866922723e-06,2.391611211022135e-06,3.2945363862222314e-07,4.273483924583829e-06,2.9795750290446405e-06,2.885639947503428e-06,3.589331046179051e-06,1816371.55739423,369156.10847300215,1.0225862253218977e-05,9.040386769071495e-05,6.965608584304083e-05,1.9230737625733362e-05,1.1634662988354052e-06,1.4630369174317573e-05,0.0001036004277804147,2.9043771217825756e-05,1.582168113686434e-05
6.749919392238255e-07,6.830484932291605e-06,2.870895683587344e-06,2.7079906090581783e-06,6.678588452225308e-07,2.613635141238866e-06,1.2483561499479839e-06,1.465061397161998e-06,3.6828511075926725e-06,2428377.7028501886,248777.09772674437,1.3394436201612876e-05,8.800900017334611e-05,4.9803065173343526e-05,8.172620482017428e-06,1.3928292315070327e-06,2.9733152272363214e-05,8.485698134160709e-05,2.4284976635431635e-05,4.1312683620603255e-05
1.0620706178666686e-06,6.409788165196412e-06,3.9373541408255e-06,3.32530049756409e-06,6.418066459663646e-07,2.610704502639397e-06,3.1344182949512795e-06,2.0643285699078085e-06,2.803749863204373e-06,3183805.785522997,340279.12886168814,6.025969858434689e-06,6.366461992790345e-05,9.272631018314663e-05,1.1841716811072617e-05,1.8049299351722113e-06,3.18978978992478e-05,0.00011204742372703415,1.5691719149295913e-05,2.3891192265300393e-05
5.949124609232358e-07,6.339570281082841e-06,3.6437797001042945e-06,2.2573902840400156e-06,6.45101605544885e-07,3.4167778328635066e-06,1.384740721587498e-06,1.3773872485654956e-06,4.578024783462877e-06,3126725.5696463403,238835.9923322524,6.480982092521151e-06,6.135786897563787e-05,8.374771517597295e-05,1.3968416241984125e-05,2.305141385466974e-06,2.7742490858735687e-05,9.459734989216708e-05,1.560094644369396e-05,1.5627167990984372e-05
7.233752642288586e-07,2.4704432500616425e-06,5.449762729454272e-06,4.541037106719751e-06,7.452696444901626e-07,3.5808008712273877e-06,3.4439339259399316e-06,1.7406899722128303e-06,3.7738845432891084e-06,2545492.4011749937,226483.2974280647,1.0011804871957683e-05,8.975564845132944e-05,3.6501018222544264e-05,8.763549032622933e-06,2.550022468889399e-06,1.316073807872615e-05,9.85245965210638e-05,2.98152149759487e-05,1.7955782564425357e-05
