iter_times,gain(db),dc_current,phase,GBW(MHZ)
1,117.7462,0.0002968,72.0,4494000.0
2,117.7462,0.0002968,72.0,4494000.0
3,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
4,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
5,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
6,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
7,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
8,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
9,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
10,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
11,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
12,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
13,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
14,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
15,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
16,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
17,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
18,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
19,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
20,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
21,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
22,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
23,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
24,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
25,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
26,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
27,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
28,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
29,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
30,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
31,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
32,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
33,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
34,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
35,126.54619434367672,0.00017147913555360902,75.11556087725693,2541885.301274153
36,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
37,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
38,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
39,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
40,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
41,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
42,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
43,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
44,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
45,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
46,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
47,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
48,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
49,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
50,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
51,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
52,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
53,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
54,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
55,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
56,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
57,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
58,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
59,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
60,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
61,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
62,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
63,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
64,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
65,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
66,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
67,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
68,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
69,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
70,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
71,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
72,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
73,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
74,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
75,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
76,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
77,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
78,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
79,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
80,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
81,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
82,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
83,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
84,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
85,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
86,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
87,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
88,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
89,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
90,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
91,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
92,122.27485474028818,0.00017051175475887376,74.2278126625219,3095982.1894247835
93,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
94,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
95,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
96,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
97,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
98,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
99,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
100,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
101,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
102,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
103,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
104,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
105,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
106,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
107,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
108,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
109,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
110,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
111,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
112,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
113,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
114,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
115,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
116,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
117,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
118,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
119,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
120,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
121,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
122,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
123,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
124,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
125,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
126,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
127,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
128,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
129,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
130,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
131,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
132,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
133,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
134,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
135,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
136,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
137,124.72012131064874,0.0001557007547620053,77.78038318699976,2749847.9230325236
